CASE_NUMBER,Date,Location Description,Domestic,Beat,District,Ward,Community Area,Latitude,Longitude
jd471943,12/28/2020 05:50:00 PM,street,False,835,8.0,18.0,66.0,41.760088451,-87.686788949
jd474021,12/30/2020 09:38:00 PM,gas_station,False,322,3.0,20.0,69.0,41.773405326,-87.625143469
je102402,01/03/2021 06:42:00 PM,street,False,811,8.0,14.0,56.0,41.797967191,-87.776219377
je103396,01/04/2021 07:23:00 PM,apartment,False,623,6.0,6.0,69.0,41.751862382,-87.619787884
je105104,01/06/2021 03:37:00 PM,street,False,1421,14.0,26.0,23.0,41.912476113,-87.706815747
je108463,01/10/2021 01:00:00 AM,vehicle___commercial__entertainment___party_bus,False,1125,11.0,27.0,27.0,41.875985714,-87.6958042
je110271,01/12/2021 01:49:00 AM,apartment,False,623,6.0,17.0,44.0,41.750215226,-87.633075911
je114110,01/16/2021 01:19:00 AM,street,False,413,4.0,8.0,48.0,41.727087481,-87.587912472
je114885,01/16/2021 07:50:00 PM,street,False,2514,25.0,31.0,19.0,41.934097137,-87.759707034
je115158,01/17/2021 05:40:00 AM,apartment,True,1011,10.0,24.0,29.0,41.865382052,-87.728814985
je120147,01/22/2021 02:48:00 PM,auto,False,1132,11.0,28.0,26.0,41.875817435,-87.725503785
je108328,01/23/2021 10:25:00 PM,apartment,True,2033,20.0,47.0,3.0,41.972643293,-87.661711479
je121584,01/24/2021 01:46:00 AM,street,False,611,6.0,17.0,71.0,41.74962816,-87.665847864
je121729,01/24/2021 08:20:00 AM,driveway,False,1033,10.0,12.0,30.0,41.850057698,-87.697236236
je122508,01/25/2021 06:15:00 AM,sidewalk,False,1112,11.0,27.0,23.0,41.899603318,-87.720110057
je124799,01/27/2021 03:56:00 PM,elevator,False,212,2.0,4.0,36.0,41.830530933,-87.610277459
je125579,01/28/2021 11:46:00 AM,residence___porch___hallway,False,824,8.0,16.0,66.0,41.786420937,-87.692838575
je125583,01/28/2021 12:46:00 PM,barber_shop_beauty_salon,False,131,1.0,3.0,33.0,41.856105476,-87.627164726
je127677,01/30/2021 02:20:00 PM,other__specify_,False,613,6.0,21.0,71.0,41.746140855,-87.652406156
je127767,01/30/2021 04:03:00 PM,street,False,2522,25.0,36.0,19.0,41.917879796,-87.742594281
je131523,02/03/2021 04:00:00 PM,street,False,1523,15.0,37.0,25.0,41.887238537,-87.763964185
je133341,02/05/2021 03:18:00 PM,street,False,832,8.0,17.0,66.0,41.767453861,-87.685761929
je133730,02/05/2021 09:45:00 PM,street,False,2533,25.0,37.0,25.0,41.910800166,-87.745899903
je133828,02/06/2021 05:53:00 AM,auto,False,1024,10.0,24.0,30.0,41.851727741,-87.708513726
je134661,02/06/2021 08:37:00 PM,parking_lot___garage__non_residential_,False,1131,11.0,28.0,26.0,41.874153389,-87.735238688
je135558,02/07/2021 11:14:00 PM,alley,False,621,6.0,17.0,71.0,41.754238061,-87.647123743
je136065,02/10/2021 04:35:00 PM,street,False,2222,22.0,21.0,73.0,41.729559728,-87.651943841
je141194,02/14/2021 12:37:00 AM,yard,False,2531,25.0,29.0,25.0,41.912925057,-87.773538131
je142537,02/15/2021 04:42:00 PM,vehicle_non_commercial,True,823,8.0,17.0,66.0,41.777271788,-87.694869048
je142800,02/16/2021 05:12:00 AM,apartment,True,313,3.0,20.0,42.0,41.781711555,-87.609612588
je143284,02/16/2021 06:42:00 PM,auto,False,913,9.0,11.0,60.0,41.838026577,-87.647590804
je143399,02/16/2021 08:50:00 PM,alley,False,235,2.0,5.0,41.0,41.794424835,-87.582519409
je144350,02/17/2021 09:31:00 PM,gas_station,False,1113,11.0,28.0,25.0,41.878458449,-87.745204753
je144478,02/18/2021 01:20:00 AM,house,True,2212,22.0,19.0,75.0,41.695439061,-87.662589442
je147805,02/21/2021 11:55:00 AM,sidewalk,False,1523,15.0,37.0,25.0,41.887216076,-87.755620452
je147801,02/21/2021 12:05:00 PM,street,True,421,4.0,7.0,43.0,41.753069968,-87.555529986
je148087,02/21/2021 05:38:00 PM,street,False,1032,10.0,22.0,30.0,41.83900622,-87.707668681
je150086,02/23/2021 02:40:00 PM,residence,True,422,4.0,7.0,46.0,41.75105685,-87.55651811
je153463,02/26/2021 09:16:00 PM,street,False,823,8.0,17.0,66.0,41.778532435,-87.697030655
je154094,02/27/2021 02:00:00 PM,residence,False,624,6.0,8.0,69.0,41.752456914,-87.599159468
je154725,02/28/2021 04:31:00 AM,street,False,2223,22.0,21.0,73.0,41.727992013,-87.642175432
je155477,02/28/2021 11:09:00 PM,street,False,722,7.0,6.0,68.0,41.772078819,-87.634839753
je158254,03/03/2021 05:21:00 PM,gas_station,False,923,9.0,14.0,63.0,41.801026089,-87.69186428
je158739,03/04/2021 09:15:00 AM,street,False,733,7.0,6.0,68.0,41.766993426,-87.646181394
je164442,03/09/2021 11:08:00 PM,sidewalk,False,734,7.0,17.0,67.0,41.76045311,-87.657639135
je164426,03/10/2021 01:16:00 AM,street,False,632,6.0,6.0,44.0,41.743931165,-87.607057929
je164718,03/10/2021 10:52:00 AM,alley,False,522,5.0,34.0,53.0,41.67736583,-87.631051239
je165982,03/11/2021 02:41:00 PM,alley,False,735,7.0,17.0,67.0,41.764843328,-87.670242748
je174211,03/20/2021 11:30:00 AM,residence,False,1532,15.0,28.0,25.0,41.884796874,-87.74665964
je174425,03/20/2021 07:17:00 PM,auto,False,211,2.0,4.0,35.0,41.831959155,-87.620568542
je156432,03/22/2021 08:10:00 PM,gas_station_drive_prop_,False,523,5.0,9.0,53.0,41.663403306,-87.625793875
je176830,03/22/2021 10:03:00 PM,street,False,434,4.0,10.0,51.0,41.697738381,-87.561517505
je176867,03/22/2021 11:00:00 PM,residence,True,533,5.0,9.0,54.0,41.656683787,-87.602334048
je177363,03/23/2021 01:12:00 PM,apartment,True,634,6.0,21.0,49.0,41.727123578,-87.629315348
je179906,03/26/2021 12:08:00 AM,street,False,835,8.0,18.0,70.0,41.749995382,-87.685900777
je178815,03/26/2021 01:40:00 PM,auto,False,2514,25.0,31.0,19.0,41.928350067,-87.761224794
je181828,03/28/2021 12:11:00 AM,gas_station,False,512,5.0,9.0,50.0,41.707455731,-87.605637491
je181894,03/28/2021 12:40:00 AM,sidewalk,False,512,5.0,9.0,49.0,41.7030247,-87.620694297
je181985,03/28/2021 03:55:00 AM,alley,False,1013,10.0,22.0,30.0,41.851658149,-87.715433233
je182630,03/28/2021 08:35:00 PM,street,False,1433,14.0,2.0,24.0,41.903427088,-87.661915744
je183243,03/29/2021 02:27:00 PM,residence,False,713,7.0,16.0,67.0,41.791601009,-87.663289376
je173689,03/31/2021 02:54:00 PM,alley,False,2431,24.0,49.0,1.0,42.007820636,-87.671077348
je185681,03/31/2021 08:02:00 PM,small_retail_store,False,1522,15.0,29.0,25.0,41.879150456,-87.755021121
je185470,04/01/2021 05:22:00 PM,alley,False,825,8.0,16.0,66.0,41.783871363,-87.684988102
je186692,04/01/2021 09:31:00 PM,sidewalk,True,611,6.0,17.0,71.0,41.751557071,-87.671959015
je188599,04/04/2021 02:19:00 AM,street,False,1223,12.0,27.0,28.0,41.88399199,-87.677998349
je188958,04/04/2021 06:30:00 AM,alley,False,1132,11.0,28.0,26.0,41.875841367,-87.727956355
je189401,04/04/2021 06:04:00 PM,parking_lot,False,1633,16.0,36.0,17.0,41.945219715,-87.776479414
je190306,04/05/2021 04:33:00 PM,street,False,523,5.0,34.0,53.0,41.675219383,-87.638212387
je190465,04/05/2021 09:12:00 PM,street,False,714,7.0,15.0,67.0,41.782601671,-87.665505994
je190673,04/05/2021 10:45:00 PM,auto,False,713,7.0,16.0,67.0,41.793667944,-87.663843592
je190690,04/05/2021 11:02:00 PM,residence___porch___hallway,False,725,7.0,16.0,67.0,41.769841049,-87.662738721
je190809,04/06/2021 03:48:00 AM,house,False,1522,15.0,29.0,25.0,41.87188478,-87.760168151
je191019,04/06/2021 11:06:00 AM,street,False,114,1.0,4.0,32.0,41.869846091,-87.616997662
je197265,04/12/2021 02:31:00 PM,gas_station,False,712,7.0,16.0,68.0,41.78701723,-87.645505595
je199141,04/14/2021 11:46:00 AM,street,False,2515,25.0,36.0,19.0,41.919794616,-87.771442491
je201157,04/16/2021 02:47:00 PM,vestibule,True,522,5.0,34.0,49.0,41.691640675,-87.626381549
je202458,04/17/2021 09:06:00 PM,apartment,True,825,8.0,16.0,66.0,41.778137638,-87.689709352
je202539,04/18/2021 12:10:00 AM,apartment,True,223,2.0,4.0,38.0,41.808839679,-87.610191315
je202499,04/18/2021 03:40:00 AM,street,False,1135,11.0,28.0,27.0,41.872899368,-87.694491036
je203123,04/18/2021 04:39:00 PM,parking_lot,False,1134,11.0,24.0,29.0,41.86640116,-87.705973505
je205115,04/20/2021 06:34:00 PM,alley,False,413,4.0,7.0,48.0,41.728879206,-87.567006393
je207109,04/22/2021 06:56:00 PM,street,False,1134,11.0,28.0,27.0,41.872249126,-87.700963275
je210069,04/25/2021 11:07:00 PM,street,True,511,5.0,9.0,49.0,41.707359384,-87.610809656
je210677,04/26/2021 02:52:00 PM,street,False,725,7.0,16.0,67.0,41.77175688,-87.662792084
je211531,04/27/2021 10:02:00 AM,sidewalk,False,823,8.0,17.0,66.0,41.776522096,-87.695767365
je213471,04/28/2021 11:30:00 PM,alley,False,1531,15.0,37.0,25.0,41.898663887,-87.74672741
je214310,04/29/2021 06:53:00 PM,sidewalk,False,1522,15.0,29.0,25.0,41.877984858,-87.761740331
je216412,05/01/2021 07:41:00 PM,street,False,923,9.0,14.0,63.0,41.800615481,-87.689106709
je216510,05/01/2021 10:39:00 PM,parking_lot___garage__non_residential_,False,1513,15.0,29.0,25.0,41.880237051,-87.765443776
je216512,05/01/2021 11:04:00 PM,porch,False,522,5.0,34.0,53.0,41.678949434,-87.623921422
je216669,05/02/2021 01:15:00 AM,apartment,False,1014,10.0,24.0,29.0,41.85982778,-87.716448529
je216691,05/02/2021 02:50:00 AM,street,False,1135,11.0,28.0,27.0,41.873760261,-87.699795456
je224125,05/08/2021 10:23:00 PM,porch,False,1121,11.0,27.0,23.0,41.892637979,-87.711350918
je224429,05/09/2021 09:48:00 AM,apartment,True,712,7.0,16.0,68.0,41.791458525,-87.647515317
je226457,05/11/2021 12:00:00 AM,residence___porch___hallway,False,1531,15.0,37.0,25.0,41.897277341,-87.751985258
je230530,05/14/2021 11:56:00 PM,alley,False,1112,11.0,27.0,23.0,41.895420644,-87.720539406
je230500,05/15/2021 02:54:00 AM,street,False,2512,25.0,30.0,19.0,41.931063831,-87.781350681
je227034,05/15/2021 07:00:00 AM,auto,False,632,6.0,6.0,44.0,41.737081272,-87.624176033
je230802,05/15/2021 09:50:00 AM,parking_lot___garage__non_residential_,False,1831,18.0,42.0,8.0,41.89165452,-87.62896593
je231713,05/16/2021 07:23:00 AM,vacant_lot___land,False,1014,10.0,24.0,29.0,41.859982541,-87.717673136
je233110,05/17/2021 03:29:00 PM,street,False,1222,12.0,27.0,27.0,41.886853702,-87.696437999
je233558,05/17/2021 08:38:00 PM,residence,True,511,5.0,9.0,49.0,41.710467587,-87.61019619
je234062,05/18/2021 12:31:00 PM,sidewalk,False,411,4.0,8.0,45.0,41.750089579,-87.59545948
je234211,05/18/2021 02:15:00 PM,sidewalk,True,1112,11.0,27.0,23.0,41.896364554,-87.72000514
je235091,05/19/2021 12:10:00 PM,restaurant,False,323,3.0,6.0,69.0,41.759311656,-87.615142204
je235735,05/19/2021 08:05:00 PM,sidewalk,False,1112,11.0,37.0,23.0,41.895373899,-87.725167795
je223102,05/20/2021 04:34:00 PM,parking_lot,False,915,9.0,11.0,60.0,41.838085292,-87.643190224
je200739,05/21/2021 08:40:00 PM,house,True,434,4.0,10.0,51.0,41.701825336,-87.560798502
je238361,05/22/2021 06:43:00 AM,street,False,1134,11.0,24.0,27.0,41.87279586,-87.704075138
je239450,05/23/2021 01:30:00 AM,street,True,1831,18.0,42.0,8.0,41.890779917,-87.63448826
je239449,05/23/2021 01:34:00 AM,sidewalk,False,323,3.0,6.0,69.0,41.76100307,-87.618370788
je240575,05/24/2021 01:54:00 AM,street,False,1113,11.0,28.0,26.0,41.884530833,-87.738685729
je241847,05/25/2021 02:51:00 AM,street,False,1131,11.0,24.0,25.0,41.869565231,-87.743241256
je242582,05/26/2021 12:44:00 AM,auto,True,1933,19.0,44.0,6.0,41.937005129,-87.657653071
je244256,05/26/2021 11:13:00 PM,residence,False,2222,22.0,21.0,73.0,41.730421076,-87.656525168
je245666,05/28/2021 12:09:00 PM,gas_station,False,412,4.0,8.0,45.0,41.743970443,-87.585797123
je247878,05/30/2021 12:57:00 PM,street,False,1024,10.0,24.0,29.0,41.854736494,-87.711233754
je248537,05/31/2021 03:44:00 AM,sidewalk,False,2515,25.0,36.0,19.0,41.919501414,-87.769850393
je248920,05/31/2021 01:58:00 PM,sidewalk,False,611,6.0,17.0,71.0,41.751210656,-87.667099468
je249466,06/01/2021 12:21:00 AM,bowling_alley,False,1432,14.0,1.0,22.0,41.932222582,-87.683432779
je250593,06/01/2021 11:43:00 PM,apartment,True,1522,15.0,29.0,25.0,41.873935958,-87.755483038
je253944,06/04/2021 08:34:00 PM,yard,False,2532,25.0,37.0,25.0,41.907680799,-87.756347051
je254131,06/04/2021 11:08:00 PM,street,False,131,1.0,3.0,33.0,41.853711181,-87.623836156
je254325,06/05/2021 04:19:00 AM,residence___yard__front___back_,False,512,5.0,34.0,49.0,41.700445886,-87.625717529
je251462,06/05/2021 12:57:00 PM,street,False,931,9.0,15.0,61.0,41.806744563,-87.669062595
je258949,06/08/2021 09:18:00 PM,street,False,1213,12.0,2.0,24.0,41.898586751,-87.662469671
je260552,06/10/2021 09:10:00 AM,residence,True,1632,16.0,36.0,17.0,41.93903439,-87.791422594
je260979,06/10/2021 03:51:00 PM,street,False,825,8.0,16.0,66.0,41.776421364,-87.682210861
je261513,06/11/2021 12:35:00 AM,street,False,523,5.0,34.0,53.0,41.670107447,-87.639248298
je261650,06/11/2021 05:11:00 AM,gas_station_drive_prop_,False,421,4.0,7.0,43.0,41.75702248,-87.558073456
je262633,06/11/2021 10:22:00 PM,auto,False,922,9.0,15.0,58.0,41.807716063,-87.689307003
je264958,06/13/2021 10:18:00 PM,parking_lot___garage__non_residential_,False,114,1.0,42.0,32.0,41.886089496,-87.610029585
je265031,06/14/2021 12:31:00 AM,alley,False,734,7.0,6.0,67.0,41.763878968,-87.65408069
je265137,06/14/2021 05:21:00 AM,auto,True,722,7.0,20.0,69.0,41.774901923,-87.628422811
je266324,06/14/2021 11:04:00 PM,street,False,935,9.0,3.0,61.0,41.798986504,-87.641633145
je266489,06/15/2021 06:42:00 AM,street,True,215,2.0,3.0,38.0,41.812395165,-87.624545404
je269018,06/17/2021 09:03:00 AM,street,False,313,3.0,20.0,42.0,41.781756818,-87.607217875
je272078,06/19/2021 04:27:00 PM,street,False,122,1.0,25.0,32.0,41.876615415,-87.636504247
je272197,06/19/2021 08:18:00 PM,street,False,1422,14.0,26.0,23.0,41.910077354,-87.709785601
je272404,06/19/2021 09:19:00 PM,street,False,1121,11.0,26.0,23.0,41.902814352,-87.708453036
je272404,06/22/2021 07:08:00 AM,street,False,1121,11.0,26.0,23.0,41.902814352,-87.708453036
je276719,06/23/2021 12:09:00 PM,gas_station,False,911,9.0,12.0,58.0,41.830812527,-87.694828962
je279325,06/25/2021 05:04:00 PM,parking_lot,False,1632,16.0,38.0,17.0,41.951879543,-87.807235503
je279537,06/25/2021 08:37:00 PM,sidewalk,False,1533,15.0,28.0,25.0,41.878282788,-87.745199019
je279836,06/26/2021 04:51:00 AM,apartment,True,624,6.0,6.0,69.0,41.751254843,-87.606920408
je282655,06/28/2021 05:00:00 AM,apartment,True,1832,18.0,2.0,8.0,41.899249138,-87.632320575
je284134,06/29/2021 09:29:00 PM,sidewalk,False,1422,14.0,26.0,23.0,41.909514745,-87.714342889
je285314,06/30/2021 08:18:00 PM,sidewalk,False,1013,10.0,22.0,30.0,41.850366871,-87.716179739
je285670,07/01/2021 08:55:00 AM,porch,False,332,3.0,5.0,43.0,41.771057658,-87.582583015
je285912,07/01/2021 12:15:00 PM,apartment,False,2433,24.0,48.0,77.0,41.991404284,-87.656853651
je286022,07/01/2021 01:38:00 PM,sidewalk,False,2525,25.0,26.0,20.0,41.918129368,-87.727814044
je287550,07/02/2021 06:02:00 PM,cta_bus,False,632,6.0,6.0,44.0,41.738008783,-87.604863987
je287718,07/02/2021 07:00:00 PM,apartment,True,1011,10.0,24.0,29.0,41.861572418,-87.736042428
je287753,07/02/2021 07:48:00 PM,street,False,215,2.0,3.0,38.0,41.809314925,-87.620808615
je287173,07/03/2021 03:15:00 AM,alley,True,213,2.0,3.0,38.0,41.81788468,-87.619825842
je288138,07/03/2021 05:05:00 AM,street,False,1012,10.0,24.0,29.0,41.851395612,-87.734779046
je289175,07/04/2021 12:02:00 AM,apartment,True,1724,17.0,33.0,14.0,41.964665767,-87.712386354
je290198,07/04/2021 11:15:00 PM,alley,False,1513,15.0,29.0,25.0,41.881057028,-87.769788016
je292814,07/07/2021 12:09:00 AM,street,False,532,5.0,9.0,54.0,41.673665074,-87.600930372
je294250,07/08/2021 06:51:00 AM,cha_parking_lot___grounds,True,222,2.0,4.0,39.0,41.810729022,-87.601726053
je295976,07/09/2021 05:30:00 PM,house,False,522,5.0,34.0,53.0,41.678626168,-87.622680365
je297155,07/10/2021 06:33:00 PM,street,False,1234,12.0,25.0,31.0,41.856575175,-87.668620597
je300304,07/13/2021 04:45:00 PM,sidewalk,False,1133,11.0,24.0,27.0,41.87268417,-87.713817173
je300498,07/13/2021 07:30:00 PM,sidewalk,False,2534,25.0,26.0,23.0,41.908039208,-87.732589696
je300699,07/14/2021 12:24:00 AM,sidewalk,False,1234,12.0,25.0,31.0,41.852968608,-87.668514789
je301085,07/14/2021 12:10:00 PM,street,False,612,6.0,21.0,71.0,41.750235499,-87.662224534
je301150,07/15/2021 02:05:00 PM,street,False,234,2.0,4.0,41.0,41.799462461,-87.595942248
je303782,07/16/2021 07:23:00 PM,street,False,523,5.0,34.0,53.0,41.675223915,-87.639416615
je304017,07/17/2021 12:07:00 AM,street,False,1524,15.0,37.0,25.0,41.893523315,-87.757998728
je304082,07/17/2021 01:56:00 AM,sidewalk,False,122,1.0,42.0,32.0,41.87939118,-87.633114168
je304077,07/17/2021 02:15:00 AM,alley,False,1124,11.0,27.0,27.0,41.875970094,-87.696946302
je305600,07/18/2021 01:34:00 PM,street,False,1531,15.0,37.0,25.0,41.894981059,-87.748869385
je308501,07/20/2021 11:01:00 PM,residence,False,431,4.0,10.0,51.0,41.721260034,-87.562349651
je309374,07/21/2021 06:31:00 PM,alley,False,1021,10.0,24.0,29.0,41.862916587,-87.709616271
je311442,07/23/2021 02:20:00 PM,sidewalk,False,813,8.0,13.0,65.0,41.777874488,-87.734949916
je309374,07/23/2021 05:50:00 PM,alley,False,1021,10.0,24.0,29.0,41.862916587,-87.709616271
je312144,07/24/2021 05:33:00 AM,gas_station_drive_prop_,False,623,6.0,6.0,44.0,41.750967358,-87.624158809
je312931,07/24/2021 08:34:00 PM,street,False,624,6.0,6.0,44.0,41.751170117,-87.611766132
je313919,07/25/2021 06:36:00 PM,street,False,432,4.0,10.0,52.0,41.718948578,-87.536495302
je316119,07/27/2021 02:35:00 PM,sidewalk,False,312,3.0,20.0,42.0,41.774115208,-87.61308174
je316488,07/27/2021 07:02:00 PM,street,False,2531,25.0,29.0,25.0,41.91147672,-87.769178849
je318011,07/29/2021 01:47:00 AM,street,False,322,3.0,6.0,69.0,41.766965032,-87.612875803
je320647,07/31/2021 04:58:00 AM,commercial___business_office,False,912,9.0,25.0,31.0,41.838967983,-87.665778978
je320985,07/31/2021 11:58:00 AM,street,True,1532,15.0,28.0,25.0,41.883471164,-87.746613011
je321736,08/01/2021 03:32:00 AM,street,False,1124,11.0,27.0,27.0,41.877430296,-87.696498527
je322634,08/01/2021 08:43:00 PM,street,False,2422,24.0,49.0,1.0,42.020138561,-87.671906381
je322686,08/01/2021 09:42:00 PM,street,False,2521,25.0,31.0,19.0,41.936083041,-87.747568075
je322721,08/01/2021 11:22:00 PM,porch,False,523,5.0,9.0,53.0,41.673323372,-87.626120823
je322863,08/02/2021 02:35:00 AM,street,False,1433,14.0,2.0,24.0,41.903380184,-87.664223145
je323744,08/02/2021 06:18:00 PM,alley,False,1131,11.0,28.0,26.0,41.874217358,-87.736457115
je325241,08/03/2021 11:40:00 PM,auto,False,2533,25.0,36.0,20.0,41.916995961,-87.7404273
je326205,08/04/2021 05:54:00 PM,street,False,511,5.0,9.0,49.0,41.712647912,-87.622283767
je326540,08/05/2021 04:42:00 AM,street,False,611,6.0,17.0,71.0,41.750332378,-87.665191919
je328724,08/06/2021 07:17:00 PM,sidewalk,False,1114,11.0,28.0,26.0,41.88202859,-87.726715506
je328831,08/06/2021 09:27:00 PM,auto,False,1422,14.0,26.0,23.0,41.902781883,-87.71258592
je329814,08/07/2021 08:05:00 PM,restaurant,False,1131,11.0,28.0,26.0,41.873815786,-87.735227148
je329873,08/07/2021 09:30:00 PM,street,False,825,8.0,16.0,66.0,41.77878723,-87.67984416
je330055,08/08/2021 02:29:00 AM,street,False,2221,22.0,21.0,71.0,41.735720069,-87.668226842
hx171517,08/08/2021 01:14:00 PM,barber_shop_beauty_salon,False,413,4.0,8.0,48.0,41.72658819,-87.584983919
je356509,08/10/2021 10:21:00 PM,park_property,True,214,2.0,4.0,36.0,41.819493251,-87.59684976
je334069,08/11/2021 04:36:00 PM,sidewalk,False,431,4.0,7.0,51.0,41.711186545,-87.56576258
je339848,08/16/2021 09:33:00 PM,street,True,2431,24.0,49.0,1.0,42.006707994,-87.665179831
je340026,08/17/2021 02:16:00 AM,sidewalk,False,211,2.0,4.0,35.0,41.83753266,-87.617464558
je340021,08/17/2021 02:31:00 AM,street,False,533,5.0,9.0,54.0,41.655805909,-87.604111424
je341996,08/18/2021 08:20:00 PM,vehicle_non_commercial,False,1212,12.0,1.0,24.0,41.90211425,-87.673563003
je343566,08/20/2021 10:58:00 AM,street,False,1135,11.0,28.0,28.0,41.871149439,-87.687293806
je344822,08/21/2021 11:52:00 AM,sidewalk,False,132,1.0,3.0,33.0,41.853930752,-87.623841071
je345334,08/21/2021 06:58:00 PM,street,False,931,9.0,15.0,61.0,41.8079292,-87.672237819
je346521,08/22/2021 08:26:00 PM,street,True,1122,11.0,28.0,26.0,41.878030398,-87.721575832
je346953,08/23/2021 09:50:00 AM,convenience_store,False,712,7.0,16.0,68.0,41.784071906,-87.654615587
je348373,08/24/2021 01:56:00 PM,street,False,1911,19.0,47.0,5.0,41.957995105,-87.688582875
je348427,08/24/2021 02:34:00 PM,parking_lot___garage__non_residential_,False,1111,11.0,37.0,23.0,41.898792585,-87.740261458
je354705,08/29/2021 10:21:00 PM,sidewalk,False,1831,18.0,42.0,8.0,41.890304332,-87.6325506
je354838,08/30/2021 02:29:00 AM,apartment,False,421,4.0,7.0,43.0,41.756623356,-87.55303151
je357713,09/01/2021 11:03:00 AM,residence,False,1132,11.0,24.0,26.0,41.872169067,-87.728383874
je358450,09/02/2021 02:03:00 AM,street,True,1532,15.0,28.0,25.0,41.883025616,-87.753443827
je359713,09/03/2021 12:50:00 AM,street,False,712,7.0,16.0,68.0,41.779618833,-87.653841284
je361812,09/04/2021 08:53:00 PM,street,False,111,1.0,42.0,32.0,41.883220752,-87.625724151
je362091,09/05/2021 03:50:00 AM,residence,False,833,8.0,13.0,65.0,41.77060209,-87.713722627
je362606,09/05/2021 03:38:00 PM,street,False,414,4.0,8.0,43.0,41.753001316,-87.573569093
je362834,09/05/2021 05:48:00 PM,alley,False,732,7.0,6.0,68.0,41.764843939,-87.638308825
je363226,09/06/2021 06:23:00 AM,auto,True,1114,11.0,28.0,26.0,41.881971063,-87.73195261
je366623,09/08/2021 09:20:00 PM,residence___porch___hallway,False,1014,10.0,24.0,29.0,41.855958702,-87.721125493
je367342,09/09/2021 02:45:00 PM,residence,False,511,5.0,9.0,49.0,41.711785465,-87.624831377
je369507,09/11/2021 10:51:00 AM,house,False,414,4.0,8.0,46.0,41.749284294,-87.578376926
je369774,09/11/2021 02:52:00 PM,residence,True,634,6.0,21.0,49.0,41.728339165,-87.628844147
je376264,09/16/2021 07:29:00 PM,alley,False,1524,15.0,37.0,25.0,41.891611098,-87.765269584
je376499,09/17/2021 12:25:00 AM,parking_lot,False,124,1.0,11.0,28.0,41.864493678,-87.639158
je376637,09/17/2021 05:01:00 AM,street,False,1412,14.0,35.0,22.0,41.929915469,-87.708791295
je377840,09/17/2021 11:38:00 PM,sidewalk,False,1831,18.0,42.0,8.0,41.893960551,-87.63630472
je381609,09/21/2021 06:29:00 AM,apartment,False,421,4.0,7.0,43.0,41.758092261,-87.560036078
je383774,09/22/2021 09:52:00 PM,apartment,True,532,5.0,9.0,53.0,41.679861881,-87.621916331
je383961,09/23/2021 07:03:00 AM,apartment,True,1523,15.0,37.0,25.0,41.886327445,-87.761754112
je385492,09/24/2021 11:00:00 AM,porch,False,324,3.0,5.0,69.0,41.765996151,-87.594701749
je386308,09/24/2021 11:30:00 PM,street,False,333,3.0,5.0,43.0,41.763432024,-87.577258089
je388504,09/27/2021 01:23:00 AM,street,False,621,6.0,17.0,71.0,41.754276134,-87.643399792
je389276,09/27/2021 03:40:00 PM,apartment,True,2521,25.0,31.0,19.0,41.929558846,-87.743052477
je391442,09/29/2021 10:30:00 AM,street,False,215,2.0,3.0,38.0,41.812238045,-87.618234152
je391908,09/29/2021 04:45:00 PM,street,False,1133,11.0,24.0,29.0,41.867163535,-87.718562466
je392397,09/30/2021 03:40:00 AM,cha_apartment,True,1233,12.0,25.0,28.0,41.865192955,-87.65981215
je393543,10/01/2021 12:58:00 AM,street,False,825,8.0,16.0,66.0,41.780518709,-87.688556289
je393859,10/01/2021 10:23:00 AM,sidewalk,False,1115,11.0,28.0,26.0,41.879748427,-87.726773792
je393924,10/01/2021 10:37:00 AM,street,False,2531,25.0,29.0,25.0,41.902876025,-87.774176927
je394946,10/02/2021 04:00:00 AM,street,False,1114,11.0,28.0,26.0,41.885634973,-87.728881166
je399645,10/06/2021 01:50:00 AM,street,False,1911,19.0,47.0,4.0,41.961836572,-87.684124657
je404573,10/10/2021 04:13:00 AM,street,False,1424,14.0,1.0,24.0,41.909793282,-87.67655155
je404919,10/10/2021 01:35:00 PM,apartment,False,531,5.0,9.0,49.0,41.686654673,-87.613194069
je405440,10/11/2021 12:03:00 AM,alley,False,511,5.0,9.0,49.0,41.708896295,-87.631638406
je407860,10/13/2021 12:25:00 AM,apartment,False,1533,15.0,29.0,25.0,41.87399321,-87.751061738
je408591,10/13/2021 05:01:00 PM,street,False,2533,25.0,37.0,25.0,41.903249854,-87.747331957
je271557,10/17/2021 12:35:00 PM,house,True,512,5.0,34.0,49.0,41.702575814,-87.625771078
je412792,10/17/2021 02:01:00 PM,porch,False,631,6.0,8.0,44.0,41.746748904,-87.602625138
je414041,10/18/2021 03:25:00 PM,small_retail_store,False,1811,18.0,2.0,7.0,41.910835515,-87.653351515
je414977,10/19/2021 10:45:00 AM,house,False,831,8.0,17.0,66.0,41.772962391,-87.693236436
je415510,10/19/2021 05:59:00 PM,street,False,1112,11.0,37.0,23.0,41.900039997,-87.72378279
je416647,10/20/2021 04:52:00 PM,sidewalk,False,1523,15.0,29.0,25.0,41.883088657,-87.764955819
je418337,10/22/2021 09:22:00 AM,street,False,611,6.0,17.0,71.0,41.751138103,-87.668313244
je418728,10/22/2021 02:45:00 PM,sidewalk,False,825,8.0,16.0,66.0,41.776974389,-87.681010085
je418752,10/22/2021 03:15:00 PM,apartment,False,1011,10.0,24.0,29.0,41.863528686,-87.717778622
