CASE_NUMBER,Date,Location Description,Domestic,Beat,District,Ward,Community Area,Latitude,Longitude
je420274,10/23/2021 10:00:00 PM,street,False,1631,16.0,38.0,17.0,41.946724822,-87.808799717
je420449,10/24/2021 03:50:00 AM,street,False,1113,11.0,28.0,26.0,41.879627961,-87.736781318
je428818,10/31/2021 11:04:00 AM,street,False,612,6.0,17.0,71.0,41.757257385,-87.649063391
je385492,11/01/2021 01:26:00 AM,porch,False,324,3.0,5.0,69.0,41.765996151,-87.594701749
je430596,11/01/2021 07:22:00 PM,street,True,925,9.0,11.0,61.0,41.809749425,-87.644349118
je435432,11/05/2021 10:16:00 PM,apartment,True,2521,25.0,31.0,19.0,41.936118577,-87.744322452
je436615,11/07/2021 01:47:00 AM,other__specify_,False,221,2.0,3.0,38.0,41.809428874,-87.613555623
je374054,11/07/2021 06:10:00 AM,auto,False,1111,11.0,37.0,23.0,41.898838999,-87.737035985
je437238,11/07/2021 04:58:00 PM,garage,False,912,9.0,12.0,59.0,41.834201033,-87.663865352
je438349,11/08/2021 03:34:00 PM,house,False,713,7.0,16.0,67.0,41.788246116,-87.658366741
je358482,11/09/2021 10:09:00 AM,gas_station,False,1131,11.0,28.0,26.0,41.874850606,-87.735272577
je441653,11/11/2021 01:25:00 PM,gas_station,False,323,3.0,6.0,69.0,41.758432859,-87.624765668
je451492,11/13/2021 02:03:00 PM,street,False,1011,10.0,24.0,29.0,41.866227191,-87.721027537
je444402,11/14/2021 12:43:00 AM,club,False,2531,25.0,29.0,25.0,41.909272539,-87.774113762
je445793,11/15/2021 10:30:00 AM,parking_lot,False,622,6.0,21.0,44.0,41.743541366,-87.631774321
je447032,11/16/2021 11:54:00 AM,convenience_store,False,321,3.0,5.0,42.0,41.773195656,-87.600033806
je447740,11/16/2021 11:37:00 PM,apartment,True,331,3.0,5.0,43.0,41.770776481,-87.569898823
je447754,11/17/2021 01:26:00 AM,street,False,1132,11.0,24.0,29.0,41.866744403,-87.730087117
je449370,11/18/2021 02:05:00 PM,residence___yard__front___back_,False,2514,25.0,30.0,19.0,41.928593414,-87.762148689
je450842,11/19/2021 08:00:00 PM,apartment,True,421,4.0,7.0,43.0,41.754951987,-87.553421914
je451936,11/20/2021 09:48:00 PM,sidewalk,False,131,1.0,3.0,33.0,41.86743003,-87.626114926
je452178,11/21/2021 02:46:00 AM,sidewalk,False,413,4.0,8.0,48.0,41.728646864,-87.585472909
je453033,11/21/2021 10:40:00 PM,cta_bus,False,323,3.0,6.0,69.0,41.765564646,-87.62244022
je453172,11/22/2021 05:35:00 AM,apartment,True,614,6.0,21.0,71.0,41.744419445,-87.662076236
je455009,11/23/2021 06:11:00 PM,street,False,925,9.0,11.0,61.0,41.809570997,-87.640690309
je454914,11/23/2021 08:54:00 PM,barber_shop_beauty_salon,False,323,3.0,6.0,69.0,41.765719848,-87.614744505
je462052,12/01/2021 07:46:00 AM,alley,False,2011,20.0,40.0,4.0,41.981320174,-87.694846469
je462975,12/01/2021 08:32:00 PM,gas_station,False,413,4.0,8.0,48.0,41.728336543,-87.58501858
je465164,12/03/2021 07:43:00 PM,hallway,False,324,3.0,7.0,43.0,41.765719051,-87.582436322
je465230,12/03/2021 08:37:00 PM,porch,False,623,6.0,6.0,69.0,41.751831742,-87.626373808
je465628,12/04/2021 08:34:00 AM,auto,False,413,4.0,8.0,48.0,41.727230534,-87.586698245
je466599,12/05/2021 05:14:00 AM,street,False,1622,16.0,45.0,15.0,41.968073465,-87.76748469
je466880,12/05/2021 12:46:00 PM,residence___porch___hallway,False,523,5.0,9.0,53.0,41.666001979,-87.637897975
je469073,12/07/2021 01:24:00 PM,street,False,914,9.0,25.0,34.0,41.850043955,-87.633529749
je471248,12/09/2021 10:24:00 AM,apartment,True,2512,25.0,29.0,19.0,41.918896322,-87.789487621
je471729,12/09/2021 05:25:00 PM,street,False,825,8.0,16.0,66.0,41.779234826,-87.68522179
je474250,12/11/2021 10:32:00 PM,yard,False,822,8.0,23.0,63.0,41.787938777,-87.711362952
je476493,12/13/2021 07:53:00 PM,apartment,True,1012,10.0,24.0,29.0,41.858264122,-87.727380651
je477321,12/14/2021 02:34:00 PM,sidewalk,True,1023,10.0,12.0,30.0,41.854573555,-87.695536037
je474395,12/17/2021 04:45:00 PM,street,False,1723,17.0,39.0,16.0,41.955558797,-87.721787145
je481373,12/18/2021 03:46:00 AM,street,False,1722,17.0,45.0,15.0,41.953434892,-87.746523231
je481934,12/18/2021 06:00:00 PM,street,False,1533,15.0,24.0,25.0,41.875867113,-87.746128116
je482387,12/18/2021 11:00:00 PM,street,False,825,8.0,16.0,66.0,41.784074445,-87.689869977
je483149,12/19/2021 10:30:00 PM,street,False,1712,17.0,39.0,13.0,41.98202556,-87.708837679
je483853,12/20/2021 03:37:00 PM,street,False,823,8.0,17.0,66.0,41.779112173,-87.693695901
je484979,12/21/2021 03:08:00 PM,apartment,False,1132,11.0,24.0,29.0,41.867037335,-87.7283882
je487363,12/23/2021 10:54:00 PM,bar_or_tavern,False,2512,25.0,36.0,18.0,41.923573108,-87.798380839
je488889,12/25/2021 10:57:00 PM,street,False,2523,25.0,30.0,21.0,41.93606339,-87.72272687
je489548,12/26/2021 07:36:00 PM,apartment,True,1134,11.0,24.0,29.0,41.86784596,-87.705713396
je492931,12/30/2021 01:05:00 PM,bar_or_tavern,False,1513,15.0,29.0,25.0,41.880125613,-87.772362998
jf100010,01/01/2022 12:12:00 AM,street,False,224,2.0,3.0,38.0,41.807045002,-87.618093838
jf100102,01/01/2022 02:00:00 AM,alley,False,311,3.0,20.0,40.0,41.783221505,-87.623785166
jf100233,01/01/2022 05:05:00 AM,barber_shop_beauty_salon,False,224,2.0,3.0,38.0,41.802916644,-87.625915226
jf100284,01/01/2022 06:02:00 AM,street,False,713,7.0,16.0,67.0,41.784524829,-87.660701084
jf100403,01/01/2022 09:16:00 AM,alley,False,1112,11.0,27.0,23.0,41.899612568,-87.721329475
jf101663,01/02/2022 11:43:00 PM,street,False,1522,15.0,29.0,25.0,41.874837861,-87.755838422
jf101667,01/02/2022 11:55:00 PM,house,False,712,7.0,16.0,68.0,41.793202868,-87.652418003
jf103620,01/04/2022 09:42:00 PM,apartment,False,132,1.0,3.0,33.0,41.853930752,-87.623841071
jf104564,01/06/2022 12:36:00 AM,street,False,2223,22.0,21.0,73.0,41.721518939,-87.638662345
jf107391,01/09/2022 05:47:00 AM,street,True,122,1.0,42.0,32.0,41.880905526,-87.635289899
jf109059,01/10/2022 10:47:00 PM,street,False,1532,15.0,28.0,25.0,41.888592406,-87.755365661
jf109925,01/11/2022 08:14:00 PM,house,False,621,6.0,21.0,71.0,41.74799138,-87.641524877
jf111748,01/13/2022 03:43:00 PM,street,False,1122,11.0,27.0,23.0,41.892582378,-87.71989074
je459726,01/15/2022 08:13:00 AM,street,False,2534,25.0,26.0,23.0,41.906432489,-87.727112721
jf113651,01/15/2022 12:57:00 PM,street,False,2531,25.0,29.0,25.0,41.909987561,-87.772737189
jf114675,01/16/2022 12:53:00 PM,street,False,821,8.0,14.0,63.0,41.800777468,-87.706984443
jf116641,01/18/2022 02:41:00 PM,street,False,1213,12.0,1.0,24.0,41.89649893,-87.664915722
jf118218,01/19/2022 07:20:00 PM,street,False,624,6.0,8.0,44.0,41.751328369,-87.601209921
jf120326,01/22/2022 12:40:00 AM,street,False,2223,22.0,21.0,71.0,41.729569227,-87.636143056
jf120476,01/22/2022 03:15:00 AM,street,True,925,9.0,3.0,37.0,41.818183257,-87.634016137
jf125169,01/26/2022 08:49:00 PM,street,False,114,1.0,42.0,32.0,41.887936511,-87.621470731
jf128181,01/29/2022 09:12:00 PM,retail_store,False,524,5.0,34.0,53.0,41.683547211,-87.642102147
jf128862,01/30/2022 04:24:00 PM,alley,False,1821,18.0,2.0,8.0,41.903892302,-87.631858359
jf130742,02/01/2022 12:10:00 PM,street,False,726,7.0,16.0,67.0,41.771159507,-87.674327467
jf131036,02/01/2022 04:43:00 PM,street,False,211,2.0,3.0,35.0,41.831061814,-87.621459125
jf133162,02/05/2022 08:33:00 PM,street,False,1722,17.0,39.0,16.0,41.954105142,-87.727628041
jf135349,02/06/2022 05:08:00 AM,bar_or_tavern,False,1424,14.0,1.0,24.0,41.909793282,-87.67655155
jf138005,02/08/2022 05:55:00 PM,street,False,314,3.0,20.0,42.0,41.78157311,-87.599469057
jf140040,02/10/2022 01:17:00 PM,apartment,False,2514,25.0,31.0,19.0,41.928177226,-87.75629836
jf141403,02/11/2022 04:24:00 PM,street,False,935,9.0,3.0,37.0,41.80671989,-87.632578296
jf145715,02/15/2022 09:08:00 PM,street,False,912,9.0,11.0,59.0,41.828074405,-87.665506908
jf148196,02/18/2022 07:47:00 AM,street,False,921,9.0,12.0,58.0,41.820537076,-87.691713613
jf150017,02/19/2022 11:33:00 PM,street,True,533,5.0,9.0,54.0,41.654776654,-87.615865589
jf152184,02/22/2022 08:31:00 AM,street,False,1131,11.0,28.0,26.0,41.874188061,-87.738744893
jf152198,02/22/2022 09:12:00 AM,apartment,False,931,9.0,20.0,61.0,41.80419976,-87.666073989
jf152198,02/22/2022 09:14:00 AM,apartment,False,931,9.0,20.0,61.0,41.80419976,-87.666073989
jf152400,02/22/2022 12:00:00 PM,residence,False,2532,25.0,37.0,25.0,41.910068092,-87.761795863
jf153125,02/23/2022 03:05:00 AM,residence,True,622,6.0,21.0,71.0,41.739393264,-87.636949156
jf155296,02/25/2022 06:39:00 AM,street,False,222,2.0,4.0,39.0,41.805243489,-87.59918799
jf156242,02/25/2022 11:22:00 PM,auto,False,1724,17.0,33.0,16.0,41.954833038,-87.711331101
jf158773,02/28/2022 08:35:00 PM,street,False,221,2.0,4.0,39.0,41.810378399,-87.606582939
jf160773,03/02/2022 11:13:00 AM,street,False,1131,11.0,28.0,26.0,41.876392188,-87.737780789
jf162616,03/04/2022 03:30:00 AM,parking_lot___garage__non_residential_,False,1133,11.0,24.0,26.0,41.873510659,-87.720554136
jf160262,03/04/2022 11:32:00 AM,auto,False,832,8.0,18.0,66.0,41.762904536,-87.681038988
jf164766,03/06/2022 05:35:00 AM,street,True,613,6.0,21.0,71.0,41.739088099,-87.647351006
jf166274,03/07/2022 03:03:00 PM,street,False,332,3.0,5.0,43.0,41.772998982,-87.576478539
jf167008,03/08/2022 10:42:00 AM,apartment,False,1612,16.0,41.0,9.0,42.001371629,-87.81393228
jf172207,03/13/2022 05:02:00 AM,street,False,631,6.0,8.0,44.0,41.743997733,-87.603271938
jf173653,03/14/2022 02:56:00 PM,residence___porch___hallway,False,131,1.0,3.0,33.0,41.866937617,-87.624141504
jf175178,03/15/2022 08:00:00 PM,alley,True,2411,24.0,49.0,2.0,42.018455973,-87.687740637
jf175271,03/15/2022 10:48:00 PM,street,False,623,6.0,6.0,69.0,41.752864132,-87.619358999
jf176280,03/16/2022 06:48:00 PM,street,False,313,3.0,20.0,42.0,41.78131246,-87.605950633
jf177123,03/17/2022 01:53:00 PM,street,False,1121,11.0,27.0,23.0,41.897819447,-87.713952627
jf181234,03/21/2022 09:56:00 AM,street,False,1011,10.0,24.0,29.0,41.865650668,-87.721499289
jf181723,03/21/2022 03:04:00 PM,street,False,822,8.0,14.0,63.0,41.789876504,-87.703852664
jf185705,03/25/2022 03:47:00 AM,street,False,2514,25.0,30.0,19.0,41.937567944,-87.770110372
jf186555,03/25/2022 06:35:00 PM,apartment,False,613,6.0,21.0,71.0,41.742829558,-87.647512718
jf186855,03/26/2022 01:47:00 AM,cta_station,False,634,6.0,21.0,49.0,41.721627204,-87.624485177
jf189765,03/28/2022 09:15:00 PM,street,False,1134,11.0,28.0,27.0,41.870780708,-87.700919004
jf187644,03/31/2022 05:27:00 PM,porch,False,1511,15.0,29.0,25.0,41.901021551,-87.769256196
jf193651,04/01/2022 01:49:00 PM,street,False,1531,15.0,37.0,25.0,41.895557198,-87.753168867
jf194941,04/02/2022 04:11:00 PM,street,True,611,6.0,17.0,71.0,41.752134349,-87.666430254
jf197755,04/05/2022 09:47:00 AM,street,False,825,8.0,16.0,66.0,41.780183894,-87.686114164
jf198229,04/05/2022 03:26:00 PM,street,False,1423,14.0,26.0,24.0,41.903905346,-87.692793471
jf199836,04/06/2022 10:45:00 PM,sidewalk,False,1234,12.0,25.0,31.0,41.85413967,-87.683247485
jf203921,04/10/2022 11:20:00 PM,apartment,True,1913,19.0,46.0,3.0,41.961758907,-87.655957663
jf205509,04/12/2022 11:40:00 AM,street,False,1712,17.0,35.0,14.0,41.9682495,-87.727240345
jf210366,04/17/2022 03:10:00 AM,street,True,613,6.0,21.0,71.0,41.740828049,-87.651047929
jf210985,04/17/2022 06:30:00 PM,gas_station,False,1633,16.0,36.0,17.0,41.94576613,-87.777110584
jf215062,04/21/2022 04:33:00 PM,apartment,True,1512,15.0,29.0,25.0,41.885589421,-87.774052255
jf217156,04/23/2022 01:25:00 PM,retail_store,False,223,2.0,4.0,38.0,41.809305232,-87.606558389
jf218002,04/24/2022 07:30:00 AM,apartment,True,732,7.0,6.0,68.0,41.764388024,-87.640065846
jf218501,04/24/2022 03:20:00 PM,street,False,324,3.0,8.0,43.0,41.765094488,-87.59275837
jf219389,04/25/2022 12:16:00 PM,gas_station,False,1112,11.0,27.0,23.0,41.895420644,-87.720539406
jf221655,04/27/2022 10:20:00 AM,parking_lot,True,2512,25.0,36.0,19.0,41.930948212,-87.788745807
jf223762,04/28/2022 11:30:00 PM,apartment,True,421,4.0,7.0,43.0,41.753680128,-87.556072349
jf224024,04/29/2022 10:18:00 AM,street,False,2423,24.0,49.0,1.0,42.011956263,-87.665890276
jf226068,05/01/2022 01:03:00 AM,street,False,132,1.0,3.0,33.0,41.851127331,-87.622704855
jf226997,05/01/2022 11:17:00 PM,other__specify_,False,423,4.0,10.0,46.0,41.73690558,-87.551419966
jf228216,05/03/2022 12:54:00 AM,street,False,2424,24.0,49.0,1.0,42.017174882,-87.677652083
jf228484,05/03/2022 09:51:00 AM,apartment,True,414,4.0,8.0,43.0,41.756109491,-87.583424284
jf230855,05/05/2022 09:45:00 AM,apartment,True,221,2.0,3.0,38.0,41.815903526,-87.6167737
jf232247,05/06/2022 10:37:00 AM,residence___yard__front___back_,True,1533,15.0,29.0,25.0,41.875841859,-87.748169897
jf233232,05/07/2022 08:01:00 AM,alley,False,833,8.0,13.0,65.0,41.771477927,-87.71583675
jf234291,05/08/2022 05:38:00 AM,street,False,1022,10.0,24.0,29.0,41.865708986,-87.706865048
jf234523,05/08/2022 12:55:00 PM,street,False,2234,22.0,34.0,75.0,41.686969141,-87.664317593
jf234788,05/08/2022 05:55:00 PM,apartment,False,1112,11.0,37.0,23.0,41.901816778,-87.725055233
jf235754,05/09/2022 03:21:00 PM,street,False,1423,14.0,26.0,24.0,41.905530791,-87.697887131
jf235754,05/09/2022 03:23:00 PM,street,False,1423,14.0,26.0,24.0,41.905530791,-87.697887131
jf237550,05/10/2022 10:31:00 PM,street,False,331,3.0,5.0,42.0,41.778300831,-87.579382212
jf240163,05/13/2022 12:59:00 AM,street,False,1111,11.0,37.0,23.0,41.901658074,-87.732440134
jf240335,05/13/2022 08:00:00 AM,street,True,632,6.0,21.0,44.0,41.735857166,-87.624152861
jf241449,05/13/2022 11:50:00 PM,street,False,1022,10.0,24.0,29.0,41.86622495,-87.695901183
jf241529,05/14/2022 02:11:00 AM,park_property,False,1523,15.0,37.0,25.0,41.888886505,-87.762039798
jf242623,05/14/2022 11:41:00 PM,sidewalk,False,113,1.0,42.0,32.0,41.879045207,-87.627701705
jf244550,05/16/2022 04:37:00 PM,street,False,934,9.0,20.0,61.0,41.800849205,-87.656261348
jf245199,05/17/2022 05:56:00 AM,house,True,1522,15.0,29.0,25.0,41.87480473,-87.758533817
jf241180,05/18/2022 05:42:00 PM,apartment,True,1115,11.0,28.0,26.0,41.877882471,-87.733591923
jf247428,05/18/2022 10:06:00 PM,house,True,512,5.0,34.0,49.0,41.703447034,-87.629104948
jf248696,05/19/2022 10:41:00 PM,street,False,1832,18.0,2.0,8.0,41.896888586,-87.628203192
jf249020,05/20/2022 09:32:00 AM,sidewalk,False,1121,11.0,27.0,23.0,41.89413383,-87.711395172
jf249405,05/20/2022 02:22:00 PM,sidewalk,False,1014,10.0,24.0,29.0,41.860247093,-87.718904041
jf251130,05/22/2022 01:31:00 AM,yard,False,612,6.0,17.0,71.0,41.751742742,-87.661860682
jf251691,05/22/2022 03:40:00 PM,parking_lot___garage__non_residential_,False,422,4.0,7.0,46.0,41.751457646,-87.552892516
jf253293,05/23/2022 11:00:00 PM,cta__l__train,False,121,1.0,25.0,28.0,41.876121224,-87.641003973
jf253314,05/24/2022 12:14:00 AM,house,False,523,5.0,34.0,53.0,41.670002157,-87.640446289
jf254260,05/24/2022 06:12:00 PM,cta_bus_stop,False,634,6.0,21.0,49.0,41.722421151,-87.625066209
jf254640,05/25/2022 02:51:00 AM,sidewalk,False,1834,18.0,42.0,8.0,41.888993854,-87.626934833
jf254973,05/25/2022 11:23:00 AM,house,True,1914,19.0,46.0,3.0,41.966235788,-87.657072182
jf255198,05/25/2022 03:01:00 PM,apartment,False,1522,15.0,29.0,25.0,41.880302933,-87.760474828
jf256392,05/26/2022 01:04:00 PM,alley,False,1132,11.0,24.0,26.0,41.871403948,-87.725365692
jf257239,05/27/2022 07:22:00 AM,apartment,False,1133,11.0,24.0,27.0,41.87086201,-87.714330429
jf257894,05/27/2022 04:11:00 PM,gas_station,False,723,7.0,6.0,68.0,41.773013238,-87.644610431
jf260478,05/29/2022 10:00:00 PM,street,False,1831,18.0,42.0,8.0,41.893888586,-87.642104977
jf260542,05/29/2022 10:49:00 PM,street,False,1111,11.0,37.0,23.0,41.897926352,-87.736735934
jf261023,05/30/2022 12:22:00 PM,residence___porch___hallway,True,732,7.0,6.0,68.0,41.76437735,-87.638299199
jf261306,05/30/2022 05:36:00 PM,alley,False,613,6.0,21.0,71.0,41.736944201,-87.650938817
jf261508,05/30/2022 09:17:00 PM,street,False,2222,22.0,21.0,71.0,41.735119333,-87.64726867
jf263703,06/01/2022 02:22:00 PM,garage,False,2524,25.0,35.0,22.0,41.930905832,-87.718395453
jf264039,06/01/2022 05:42:00 PM,street,False,725,7.0,15.0,67.0,41.777628742,-87.665931546
jf264943,06/02/2022 01:23:00 PM,apartment,False,1634,16.0,31.0,15.0,41.938688914,-87.757651733
jf265232,06/02/2022 05:23:00 PM,apartment,False,323,3.0,6.0,69.0,41.765300923,-87.609214228
jf268601,06/05/2022 02:03:00 PM,street,False,733,7.0,6.0,68.0,41.768182389,-87.64813352
jf269067,06/05/2022 11:33:00 PM,street,False,1013,10.0,22.0,30.0,41.844276629,-87.722719571
jf272148,06/08/2022 01:33:00 PM,sidewalk,False,1011,10.0,24.0,29.0,41.862379783,-87.716930608
jf275932,06/11/2022 04:12:00 PM,alley,False,735,7.0,17.0,67.0,41.766611367,-87.674659932
jf276431,06/12/2022 01:45:00 AM,street,False,411,4.0,5.0,45.0,41.751492287,-87.586596725
jf276495,06/12/2022 04:21:00 AM,street,False,213,2.0,3.0,38.0,41.81755424,-87.626300764
jf277153,06/12/2022 06:51:00 PM,house,True,1123,11.0,28.0,27.0,41.885447881,-87.711824627
jf277233,06/12/2022 08:41:00 PM,street,False,813,8.0,13.0,65.0,41.775360317,-87.734874301
jf277469,06/13/2022 01:17:00 AM,sidewalk,False,1924,19.0,44.0,6.0,41.943108594,-87.649366085
jf279958,06/14/2022 09:19:00 PM,street,False,2533,25.0,36.0,20.0,41.916375383,-87.738761294
jf280055,06/14/2022 11:19:00 PM,apartment,True,2512,25.0,29.0,25.0,41.920222593,-87.806136089
jf260542,06/16/2022 09:00:00 AM,street,False,1111,11.0,37.0,23.0,41.897926352,-87.736735934
jf282944,06/17/2022 07:46:00 AM,apartment,True,1113,11.0,28.0,26.0,41.884532588,-87.738494751
jf285622,06/17/2022 10:00:00 AM,apartment,True,334,3.0,7.0,43.0,41.765248775,-87.566496772
jf285204,06/18/2022 08:20:00 PM,vehicle_non_commercial,False,623,6.0,6.0,69.0,41.756259091,-87.624719943
jf285439,06/19/2022 02:32:00 AM,street,False,1512,15.0,29.0,25.0,41.882994967,-87.768213948
jf289151,06/21/2022 09:48:00 PM,park_property,False,1814,18.0,43.0,7.0,41.911402836,-87.626419612
jf289187,06/22/2022 12:51:00 AM,street,False,713,7.0,16.0,67.0,41.786232038,-87.660745573
jf290907,06/23/2022 11:13:00 AM,street,True,831,8.0,17.0,66.0,41.774364244,-87.70058027
jf294294,06/26/2022 05:02:00 AM,street,True,1231,12.0,28.0,28.0,41.866946079,-87.659735008
jf294681,06/26/2022 01:08:00 PM,alley,False,1024,10.0,24.0,29.0,41.852629503,-87.712358998
jf295434,06/27/2022 01:27:00 AM,parking_lot___garage__non_residential_,False,1934,19.0,44.0,6.0,41.937067941,-87.648339055
jf300280,06/30/2022 05:20:00 PM,street,False,712,7.0,16.0,68.0,41.784194239,-87.646111427
jf300613,06/30/2022 11:01:00 PM,alley,False,911,9.0,25.0,59.0,41.833667467,-87.685190333
jf300969,07/01/2022 08:40:00 AM,apartment,True,1231,12.0,28.0,28.0,41.869352917,-87.660693695
jf301491,07/01/2022 03:35:00 PM,parking_lot,False,1013,10.0,22.0,30.0,41.844812134,-87.732678737
jf301693,07/01/2022 06:06:00 PM,street,False,726,7.0,15.0,67.0,41.774745781,-87.671372561
jf301478,07/01/2022 10:24:00 PM,street,False,1131,11.0,28.0,26.0,41.875162033,-87.733947821
jf302051,07/02/2022 12:53:00 AM,parking_lot,False,423,4.0,10.0,46.0,41.731190592,-87.554050125
jf303839,07/03/2022 01:21:00 PM,street,False,831,8.0,17.0,66.0,41.774643948,-87.703037455
jf304539,07/04/2022 02:37:00 AM,sidewalk,False,1421,14.0,1.0,22.0,41.914587811,-87.708580693
jf305436,07/04/2022 10:46:00 PM,street,False,1423,14.0,26.0,24.0,41.90480682,-87.691072605
jf308005,07/06/2022 08:32:00 PM,street,False,1223,12.0,27.0,28.0,41.884152048,-87.672884839
jf308294,07/07/2022 06:30:00 AM,alley,True,1913,19.0,46.0,3.0,41.964455725,-87.662374756
jf309136,07/07/2022 06:50:00 AM,cha_hallway___stairwell___elevator,False,133,1.0,3.0,35.0,41.841103444,-87.626852618
jf310323,07/08/2022 05:46:00 PM,cta_train,False,731,7.0,6.0,69.0,41.769185486,-87.625732415
jf310677,07/09/2022 02:30:00 AM,alley,False,2211,22.0,19.0,72.0,41.704563313,-87.682522559
jf311820,07/10/2022 03:17:00 AM,street,False,2422,24.0,49.0,1.0,42.017676014,-87.665569188
jf314170,07/12/2022 03:48:00 AM,house,True,715,7.0,15.0,67.0,41.789427382,-87.674173402
jf316861,07/14/2022 05:41:00 AM,residence,False,524,5.0,34.0,53.0,41.682614691,-87.648152509
jf321367,07/18/2022 01:35:00 AM,apartment,True,915,9.0,11.0,60.0,41.835449733,-87.64621655
jf326342,07/21/2022 05:08:00 PM,cha_apartment,False,133,1.0,3.0,35.0,41.844112707,-87.628445336
jf397075,07/22/2022 12:00:00 AM,street,False,1235,12.0,25.0,31.0,41.858018409,-87.651723521
jf328031,07/23/2022 01:09:00 AM,banquet_hall,False,2525,25.0,35.0,22.0,41.92456886,-87.719830626
jf328106,07/23/2022 03:17:00 AM,sidewalk,False,1824,18.0,2.0,8.0,41.903933538,-87.62917996
jf329040,07/23/2022 10:25:00 PM,street,False,1233,12.0,25.0,31.0,41.857816858,-87.66505806
jf329251,07/24/2022 04:00:00 AM,house,True,932,9.0,16.0,61.0,41.79509925,-87.6731178
jf331687,07/26/2022 01:55:00 AM,residence,False,614,6.0,21.0,71.0,41.738705762,-87.666785387
jf333033,07/27/2022 01:39:00 AM,street,False,1125,11.0,27.0,28.0,41.880217478,-87.6899235
jf333464,07/27/2022 12:01:00 PM,house,False,411,4.0,5.0,43.0,41.758705721,-87.592751196
jf335362,07/28/2022 08:21:00 PM,sidewalk,False,1034,10.0,24.0,30.0,41.84922788,-87.691129694
jf335497,07/28/2022 10:50:00 PM,street,False,1132,11.0,24.0,26.0,41.87118325,-87.731921562
jf336974,07/30/2022 04:14:00 AM,street,False,1122,11.0,37.0,23.0,41.889896588,-87.722619512
