CASE_NUMBER,NUM_CRIMES_DISTRICT,NUM_CRIMES_BEAT,NUM_CRIMES_COMM_AREA,NUM_CRIMES_WARD,NUM_CRIMES_BLOCK,NUM_CRIMES_ZIP_CODE,NUM_CRIMES_STREET_ORG,AREA_INCOME,AREA_ASSAULT_HOMICIDE,AREA_FIREARM,AREA_POVERTY_HEALTH,AREA_HIGH_SCHOOL_DIPLOMA,AREA_UNEMPLOYMENT,AREA_BIRTH_RATE,NUM_OF_DEAD,NUM_OF_ARREST,NUM_OF_VICTIMS,IS_DOMESTIC,NIGHT_CRIME,IS_KILLED_A_CHILD,MULTIPLE_ARRESTS,HAS_STREET_ORGANIZATION,IS_RATIAL,ARRESTED_RACE,VICTIM_RACE,AVER_AGE,AVG_NUM_CHARGES,IMMEDIATE_ARREST,IS_HOMICIDE
jd368526,44,9,16,17,1,180,115,20355,4.7,5.3,17.1,34.9,9.0,18.3,0,1,5,0,0,0,0,1,0,_1142,mixed,21.0,1.0,0,0
jd368438,180,14,101,94,3,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
jd369513,44,5,16,22,1,36,23,20355,4.7,5.3,17.1,34.9,9.0,18.3,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jd369840,150,4,7,20,1,13,0,23920,9.4,12.7,5.9,18.5,9.6,14.6,1,1,1,1,0,0,0,0,1,_1142,_1140,45.0,3.0,0,1
jd371907,165,11,12,41,1,60,0,17577,5.1,6.5,16.1,31.8,11.9,16.7,0,1,1,0,0,0,0,0,1,_1142,_1140,25.0,2.0,0,0
jd374011,44,10,18,26,1,22,0,26347,3.7,5.2,8.3,18.0,8.6,12.5,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,1.0,0,1
jd374047,43,7,18,14,1,16,0,21375,5.8,3.7,15.1,19.6,7.9,17.3,1,1,1,0,0,1,0,0,0,_1142,_1140,10.0,2.0,0,1
jd373241,153,27,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,0,0,1,0,_1142,_1140,45.0,2.0,0,1
jd374979,179,17,69,126,1,163,15,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,1,1,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
jd375982,142,19,75,90,2,145,15,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,1,0,0,0,0,1,0,_1142,_1140,75.0,2.0,0,1
jd376465,58,5,26,3,1,43,0,29026,8.6,10.2,17.2,18.5,7.5,18.2,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,2.0,0,1
jd376759,52,4,22,45,1,12,0,67699,0.7,4.0,11.1,3.4,4.2,9.4,0,2,1,0,0,0,1,0,1,mixed,_1140,35.0,1.5,0,0
jd378176,106,6,7,68,1,42,0,39243,5.8,5.0,18.2,5.3,6.9,9.7,0,2,1,0,0,0,1,0,0,mixed,_1140,35.0,1.0,0,0
jd378179,213,14,104,126,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
jd379595,213,12,90,126,2,151,101,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,1,1,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jd379766,153,9,52,41,1,185,7,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,1,1,0,0,0,0,1,1,_1142,_1140,45.0,4.0,0,0
jd379783,295,15,67,196,1,235,32,13596,38.4,37.1,39.7,26.2,16.4,19.4,1,1,1,1,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
jd381573,295,25,115,100,1,235,31,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jd382095,180,23,101,68,2,234,206,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,3,2,1,0,1,1,1,0,mixed,mixed,10.0,2.3333333333333335,0,1
jd382638,147,21,55,94,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,1,1,1,0,0,0,1,0,_1142,_1140,45.0,2.0,0,0
jd382767,180,17,101,68,1,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,0,1,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jd384035,174,25,244,112,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,2.0,0,1
jd385346,295,25,99,196,3,470,234,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,2,2,0,0,0,1,1,0,mixed,mixed,25.0,2.0,0,0
jd385787,295,18,99,196,1,470,234,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,1,2,0,0,0,0,1,0,_1142,mixed,40.0,2.0,0,1
jd386650,150,18,80,118,1,304,36,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,2,0,0,0,0,1,0,_1142,mixed,22.5,1.0,0,1
jd386990,174,34,244,196,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,1,0,0,0,1,0,_1142,_1140,45.0,1.0,0,0
jd387611,179,17,69,76,1,163,15,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jd396749,165,7,10,24,1,45,0,16942,1.8,1.8,35.8,37.5,11.6,11.5,1,1,1,1,0,0,0,0,0,_1142,_1140,35.0,1.0,0,1
jd394401,179,24,90,126,2,163,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,2,1,0,0,0,1,0,0,mixed,_1140,55.0,1.5,0,0
jd394434,174,11,244,88,1,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jd395966,52,6,22,37,1,6,0,67699,0.7,4.0,11.1,3.4,4.2,9.4,0,1,1,0,0,0,0,0,0,_1142,_1140,10.0,1.0,0,0
jd396417,58,15,115,43,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,1,_1142,_1140,25.0,1.0,1,0
jd397578,58,15,115,43,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,1,0,1,1,_1142,_1140,10.0,1.0,0,1
jd397606,294,22,36,188,4,242,52,15506,41.3,35.1,24.5,21.9,11.8,15.8,2,1,2,0,0,1,0,1,0,_1142,mixed,22.5,2.0,0,1
jd398265,213,15,99,107,1,304,64,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,2,0,0,0,0,1,0,_1142,mixed,22.5,1.0,1,0
jd398293,295,39,115,100,1,356,300,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,2,0,0,0,0,1,0,_1142,mixed,17.5,2.0,0,1
jd398407,180,14,101,68,1,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,1
jd400319,165,8,12,41,1,63,0,17577,5.1,6.5,16.1,31.8,11.9,16.7,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,2.0,0,1
jd400594,142,13,56,90,1,145,26,16228,43.9,46.5,24.3,22.6,17.0,15.3,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
jd401865,179,17,69,76,1,326,30,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,2,0,0,0,0,1,0,_1142,mixed,30.0,3.0,0,1
jd397606,294,22,36,188,4,242,52,15506,41.3,35.1,24.5,21.9,11.8,15.8,2,1,2,0,0,1,0,1,0,_1142,mixed,22.5,2.0,0,1
jd403004,179,17,104,126,1,161,0,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,2,1,0,0,0,1,0,0,mixed,_1140,25.0,1.5,0,1
jd403502,72,4,115,43,1,39,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,2,1,1,0,0,1,1,1,mixed,_1140,25.0,2.5,0,1
jd403067,174,24,244,112,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,2,1,1,0,0,1,1,0,mixed,_1140,55.0,2.0,0,1
jd406255,213,14,99,118,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,55.0,2.0,0,0
jd407951,174,22,244,112,4,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
jd409160,142,15,3,26,1,10,0,21257,8.6,6.5,12.8,28.4,10.8,17.1,0,2,1,0,0,0,1,0,1,mixed,_1140,35.0,1.0,0,0
jd410860,153,14,120,156,2,185,35,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
jd410805,76,10,31,84,1,161,35,19709,38.0,35.6,15.7,15.6,18.3,12.0,1,1,1,0,0,0,0,1,0,_1142,_1140,65.0,1.0,0,1
jd413727,179,16,69,107,1,161,70,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,1
jd415988,76,16,25,95,1,52,0,26185,19.9,15.8,13.7,10.9,14.9,13.2,1,1,1,1,0,0,0,0,0,_1142,_1140,35.0,1.0,0,1
jd418074,295,24,244,196,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,1,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
jd418958,174,34,244,196,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
jd420526,174,11,244,88,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jd422749,174,24,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jd423557,52,6,22,37,1,5,0,67699,0.7,4.0,11.1,3.4,4.2,9.4,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
jd423602,174,12,244,112,1,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
jd424633,174,34,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,1
jd426909,174,34,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jd429677,150,11,12,20,2,108,0,15898,10.7,8.8,15.3,33.4,7.8,18.8,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
jd435029,295,19,120,196,1,75,4,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
jd440110,174,24,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,0
jd440137,179,16,90,126,2,161,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jd442829,150,14,80,107,2,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,1,0,0,0,0,1,0,_1142,_1140,55.0,1.0,0,1
jd443566,76,5,31,84,1,322,0,19709,38.0,35.6,15.7,15.6,18.3,12.0,0,1,2,0,0,0,0,0,0,_1142,mixed,25.0,3.0,0,0
jd444618,179,24,90,126,1,163,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,1,0,0,0,0,0,0,_1142,_1140,35.0,2.0,0,1
jd448552,76,11,25,9,1,4,0,26185,19.9,15.8,13.7,10.9,14.9,13.2,1,2,1,0,0,0,1,0,0,mixed,_1140,65.0,4.0,0,1
jd450200,295,29,99,156,2,235,9,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
jd450372,58,4,12,22,1,26,16,20489,4.7,4.6,14.6,25.7,9.3,18.5,1,1,1,0,0,0,0,1,0,_1142,_1140,55.0,1.0,0,1
jd451449,44,10,19,27,1,37,0,23617,3.3,4.7,12.3,18.7,10.6,14.2,1,2,1,0,0,1,1,0,0,mixed,_1140,10.0,1.0,0,1
jd452853,295,14,67,196,1,75,27,13596,38.4,37.1,39.7,26.2,16.4,19.4,1,1,1,0,0,0,0,1,0,_1142,_1140,45.0,2.0,0,1
jd454034,179,17,69,126,1,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,1,1,0,0,0,0,0,_1142,_1140,65.0,1.0,0,1
jd455711,180,8,101,68,1,117,0,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,0,0,_1142,_1140,35.0,4.0,0,0
jd455780,106,11,37,87,1,42,26,13087,44.6,39.5,39.1,28.3,23.2,19.3,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
jd457651,106,7,40,87,1,46,32,22056,32.1,25.8,28.3,19.4,20.6,14.3,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,1
jd457738,295,25,120,156,1,705,96,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,3,0,0,0,0,1,0,_1142,mixed,35.0,3.0,0,0
jd461204,174,22,244,112,1,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,1,0,0,0,1,1,_1142,_1140,25.0,1.0,0,0
jd461629,44,6,16,16,1,12,23,20355,4.7,5.3,17.1,34.9,9.0,18.3,1,2,1,0,0,1,1,1,0,mixed,_1140,10.0,1.5,0,1
jd464227,295,19,120,156,1,235,32,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,4,1,0,0,0,1,1,1,mixed,_1140,35.0,1.25,0,1
jd464968,72,4,37,27,1,39,0,39596,8.5,6.6,15.7,13.4,6.0,18.8,1,1,1,0,0,0,0,0,1,_1142,_1140,35.0,2.0,0,1
jd466325,295,39,115,100,1,235,31,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.0,0,1
jd467492,174,34,244,88,1,430,378,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,2,0,0,0,0,1,0,_1142,mixed,25.0,3.0,0,0
jd468564,295,25,115,100,2,235,31,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,3.0,0,1
jd469436,44,6,15,16,2,37,0,26713,4.1,5.7,10.8,22.0,10.3,15.8,0,2,1,0,0,0,1,0,0,mixed,_1140,25.0,1.0,1,0
jd469460,150,9,21,28,1,63,24,12014,10.8,11.1,20.8,54.1,14.0,21.8,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
jd469828,213,14,104,126,1,151,34,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,1,0,0,0,1,0,_1142,_1140,45.0,1.0,0,1
jd469441,179,17,69,76,1,163,15,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jd470467,147,11,55,94,2,363,0,15393,36.9,33.7,28.0,28.2,17.7,18.1,1,1,3,0,0,0,0,0,0,_1142,mixed,31.666666666666668,1.0,0,1
jd471943,150,12,80,29,2,108,0,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
jd474021,180,17,90,126,1,132,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,1,0,0,0,0,1,1,_1142,_1140,25.0,1.0,0,1
je102402,150,2,10,28,1,13,0,24684,9.9,9.2,9.0,19.4,8.1,13.4,0,1,1,0,0,0,0,0,0,_1142,_1140,45.0,1.0,0,0
je103396,179,16,90,126,1,163,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,2,1,1,0,0,1,1,0,mixed,_1140,25.0,2.5,0,1
je105104,58,6,115,43,1,43,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
je108463,295,6,67,100,1,75,27,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.0,0,0
je110271,179,16,69,107,1,161,70,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
je114110,147,14,16,76,1,326,0,28977,19.5,24.5,12.0,11.2,17.2,10.0,1,1,2,0,0,0,0,0,0,_1142,mixed,35.0,3.0,0,1
je114885,142,15,50,27,2,37,53,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,2,1,0,0,0,1,1,1,mixed,_1140,35.0,3.0,0,0
je115158,153,27,120,156,2,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,2,1,1,0,1,1,1,0,mixed,_1140,10.0,1.0,0,1
je120147,295,29,99,196,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,1,1,0,0,0,0,1,1,_1142,_1140,55.0,1.0,0,1
je108328,24,7,25,8,1,34,0,32355,5.4,4.6,22.7,13.6,7.7,13.1,1,1,1,1,0,0,0,0,0,_1142,_1140,45.0,1.0,0,1
je121584,179,15,80,107,2,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
je121729,153,9,52,41,1,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,3,1,1,0,0,1,1,1,mixed,_1140,35.0,1.3333333333333333,0,1
je122508,295,39,115,100,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,1,_1142,_1140,35.0,1.0,0,0
je124799,106,8,7,45,1,46,26,19312,18.9,12.6,38.1,17.6,26.6,17.5,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
je125579,150,8,80,118,1,108,24,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,0
je125583,52,8,16,87,1,45,0,60593,4.8,6.6,11.1,7.1,5.7,21.4,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
je127677,179,14,80,84,1,483,138,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,3,0,0,0,0,1,0,_1142,mixed,31.666666666666668,1.0,0,0
je127767,142,8,50,26,1,186,12,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,1,2,0,0,0,0,1,1,_1142,mixed,40.0,1.0,0,0
je131523,174,25,244,112,3,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
je133341,150,18,80,107,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,2.0,0,1
je133730,142,14,244,112,2,93,0,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,2,1,0,0,0,1,0,1,mixed,_1140,45.0,3.0,0,1
je133828,153,14,52,156,1,185,7,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
je134661,295,25,99,196,3,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
je135558,179,17,80,107,1,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
je136065,76,10,31,84,2,161,35,19709,38.0,35.6,15.7,15.6,18.3,12.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
je141194,142,16,244,88,1,93,0,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,0,0,_1142,_1140,35.0,1.0,0,1
je142537,150,18,80,107,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,4.0,0,0
je142800,180,17,49,126,1,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,0,1,1,1,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
je143284,165,7,11,24,1,60,0,24969,4.9,4.5,17.3,25.6,11.2,11.7,1,1,1,0,0,0,0,0,0,_1142,_1140,65.0,2.0,0,1
je143399,106,1,7,68,1,132,0,39243,5.8,5.0,18.2,5.3,6.9,9.7,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,2.0,0,0
je144350,295,26,244,196,1,215,22,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,1
je144478,76,11,25,9,1,52,0,26185,19.9,15.8,13.7,10.9,14.9,13.2,1,1,1,1,0,0,0,0,0,_1142,_1140,45.0,1.0,0,1
je147805,174,25,244,112,3,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
je147801,147,24,101,94,2,351,309,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,3,0,0,0,0,1,0,_1142,mixed,48.333333333333336,4.0,0,0
je148087,153,2,52,44,1,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
je150086,147,16,55,94,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,2,1,1,0,0,1,1,0,mixed,_1140,35.0,1.0,0,0
je153463,150,18,80,107,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,2,1,0,0,1,1,1,0,mixed,_1140,10.0,1.5,0,1
je154094,179,24,90,76,1,163,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,1,1,0,0,0,0,0,_1142,_1140,55.0,1.0,0,0
je154725,76,9,31,84,1,161,35,19709,38.0,35.6,15.7,15.6,18.3,12.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,1
je155477,213,10,104,126,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,0
je158254,165,8,21,28,1,63,0,12014,10.8,11.1,20.8,54.1,14.0,21.8,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,4.0,0,0
je158739,213,16,104,126,1,302,202,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,2,0,0,0,0,1,1,_1142,mixed,40.0,2.0,0,0
je164442,213,14,99,107,1,152,15,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,4.0,0,0
je164426,179,17,69,126,1,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,1,0,0,0,0,0,1,_1142,_1140,35.0,2.0,0,0
je164718,142,21,56,95,1,290,38,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,2,0,0,0,0,1,0,_1142,mixed,10.0,2.0,0,0
je165982,213,15,99,107,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,0
je174211,174,24,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,1,0,0,0,1,1,_1142,_1140,,4.0,0,0
je174425,106,7,21,45,1,90,52,23098,13.6,9.1,26.1,16.9,16.7,10.3,1,1,2,0,0,0,0,1,0,_1142,mixed,30.0,1.0,0,1
je156432,142,20,56,90,1,145,30,16228,43.9,46.5,24.3,22.6,17.0,15.3,1,2,1,0,0,1,1,1,0,mixed,_1140,10.0,2.5,0,1
je176830,147,8,18,33,1,121,0,15506,41.3,35.1,24.5,21.9,11.8,15.8,0,2,1,0,1,0,1,0,0,mixed,_1140,25.0,1.0,1,0
je176867,142,26,27,90,1,32,32,8535,33.0,32.8,61.4,24.6,26.4,12.5,0,1,1,1,0,0,0,1,0,_1142,_1140,35.0,3.0,0,0
je177363,179,12,75,84,1,161,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,1,1,0,0,0,0,0,_1142,_1140,45.0,1.0,0,1
je179906,150,12,18,29,1,200,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,1,1,8,0,0,0,0,0,0,_1142,mixed,28.75,1.0,0,1
je178815,142,15,50,27,1,93,53,15246,7.0,5.5,18.6,37.0,11.5,20.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,1
je181828,142,20,3,90,1,145,26,19007,32.2,32.1,20.1,15.6,21.0,14.3,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,4.0,0,1
je181894,142,20,75,90,1,145,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,1,1,0,0,0,0,0,0,_1142,_1140,45.0,1.0,0,0
je181985,153,21,52,44,1,370,170,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,1,2,0,0,0,0,1,0,_1142,mixed,25.0,1.0,0,0
je182630,58,2,37,43,1,8,0,39596,8.5,6.6,15.7,13.4,6.0,18.8,0,1,1,0,0,0,0,0,0,_1142,_1140,45.0,1.0,0,0
je183243,213,17,99,118,1,152,32,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,1,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
je173689,43,6,26,26,1,28,0,23714,7.7,5.2,22.7,18.1,7.5,16.4,1,1,1,0,0,0,0,0,1,_1142,_1140,75.0,1.0,0,1
je185681,174,20,244,88,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
je185470,150,23,80,118,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,1,0,0,0,0,1,0,_1142,_1140,45.0,4.0,0,1
je186692,179,15,80,107,1,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
je188599,72,9,43,100,1,75,20,41488,12.7,9.3,21.6,11.2,10.7,18.2,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
je188958,295,29,99,196,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,45.0,1.0,0,0
je189401,44,3,18,26,1,22,0,26347,3.7,5.2,8.3,18.0,8.6,12.5,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,2.0,0,1
je190306,142,20,56,95,1,145,30,16228,43.9,46.5,24.3,22.6,17.0,15.3,1,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.5,0,1
je190465,213,9,99,69,1,304,162,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,2,0,0,0,0,1,0,_1142,mixed,25.0,3.0,0,1
je190673,213,17,99,118,1,304,64,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,2,0,0,0,0,1,0,_1142,mixed,35.0,4.0,0,1
je190690,213,16,99,118,1,912,486,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,6,0,0,0,0,1,0,_1142,mixed,29.166666666666668,3.0,0,0
je190809,174,20,244,88,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
je191019,52,6,22,45,1,12,0,67699,0.7,4.0,11.1,3.4,4.2,9.4,0,2,1,0,0,0,1,0,0,mixed,_1140,10.0,2.5,0,0
