CASE_NUMBER,NUM_CRIMES_DISTRICT,NUM_CRIMES_BEAT,NUM_CRIMES_COMM_AREA,NUM_CRIMES_WARD,NUM_CRIMES_BLOCK,NUM_CRIMES_ZIP_CODE,NUM_CRIMES_STREET_ORG,AREA_INCOME,AREA_ASSAULT_HOMICIDE,AREA_FIREARM,AREA_POVERTY_HEALTH,AREA_HIGH_SCHOOL_DIPLOMA,AREA_UNEMPLOYMENT,AREA_BIRTH_RATE,NUM_OF_DEAD,NUM_OF_ARREST,NUM_OF_VICTIMS,IS_DOMESTIC,NIGHT_CRIME,IS_KILLED_A_CHILD,MULTIPLE_ARRESTS,HAS_STREET_ORGANIZATION,IS_RATIAL,ARRESTED_RACE,VICTIM_RACE,AVER_AGE,AVG_NUM_CHARGES,IMMEDIATE_ARREST,IS_HOMICIDE
hz345903,76,16,25,95,1,52,0,26185,19.9,15.8,13.7,10.9,14.9,13.2,1,1,1,0,0,1,0,0,0,_1142,_1140,10.0,1.0,0,1
hz325633,142,21,75,95,1,145,8,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,4,1,0,0,0,1,1,0,mixed,_1140,65.0,2.0,0,1
hz351065,295,15,67,196,2,470,64,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,2,0,0,0,0,1,1,_1142,mixed,30.0,3.0,0,0
hz353327,174,34,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,4.0,0,1
hz355873,180,17,101,68,2,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,1
hz356251,150,18,80,69,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,1,0,0,0,0,1,1,_1142,_1140,35.0,1.0,0,1
hz357503,153,16,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,2,1,0,0,0,1,1,0,mixed,_1140,10.0,2.0,0,0
hz356220,43,7,18,14,1,16,0,21375,5.8,3.7,15.1,19.6,7.9,17.3,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,3.0,0,1
hz358117,174,12,244,112,1,356,140,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,2,2,0,0,0,1,1,0,mixed,mixed,30.0,1.5,0,0
hz360647,295,19,120,196,1,75,4,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,2,1,0,0,0,1,1,0,mixed,_1140,35.0,2.5,0,0
hz362044,174,11,244,88,1,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,1,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hz363696,295,29,120,156,1,235,32,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz363985,180,17,90,126,1,264,140,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,2,0,0,0,0,1,0,_1142,mixed,35.0,2.0,0,1
hz364397,165,16,83,126,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,1,_1142,_1140,25.0,1.0,0,0
hz365164,150,18,80,69,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,2,1,0,0,0,1,1,0,mixed,_1140,55.0,1.0,0,0
hz366724,213,16,99,107,1,304,64,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,2,0,0,0,0,1,0,_1142,mixed,35.0,3.0,0,1
hz368971,174,24,244,196,1,430,378,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,2,0,0,0,0,1,0,_1142,mixed,10.0,1.0,0,0
hz369470,36,5,25,17,1,34,13,32355,5.4,4.6,22.7,13.6,7.7,13.1,0,1,1,0,0,0,0,1,1,_1142,_1140,10.0,1.0,0,0
hz370217,147,14,16,76,1,121,0,28977,19.5,24.5,12.0,11.2,17.2,10.0,0,2,1,1,0,0,1,0,0,mixed,_1140,25.0,1.5,0,0
hz370505,36,2,13,17,1,9,0,58227,1.4,1.8,10.5,2.9,4.7,13.5,0,2,1,0,0,0,1,0,1,mixed,_1140,,1.0,0,0
hz371500,180,20,49,126,3,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,1,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.0,0,1
hz395736,213,29,104,118,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz374342,36,2,13,10,1,13,0,58227,1.4,1.8,10.5,2.9,4.7,13.5,0,1,1,0,0,0,0,0,1,_1142,_1140,25.0,4.0,0,0
hz375866,213,16,99,107,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,2,1,1,0,1,1,1,0,mixed,_1140,10.0,1.5,0,1
hz376037,150,10,18,29,2,25,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,1,1,1,0,0,0,0,0,0,_1142,_1140,55.0,2.0,0,1
hz379020,180,17,101,68,1,264,206,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,2,0,0,0,0,1,0,_1142,mixed,30.0,3.0,0,0
hz380183,43,7,18,14,2,9,0,21375,5.8,3.7,15.1,19.6,7.9,17.3,1,1,1,0,0,1,0,0,1,_1142,_1140,10.0,2.0,0,1
hz381315,153,8,120,41,1,370,170,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,2,0,0,0,0,1,0,_1142,mixed,45.0,3.0,0,0
hz383773,142,19,75,90,1,145,15,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,4.0,0,0
hz383992,295,25,99,156,1,235,9,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz378630,295,25,99,156,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,3,1,0,0,0,1,1,0,mixed,_1140,25.0,1.3333333333333333,0,1
hz384930,213,29,104,118,1,151,34,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hz385336,174,14,244,88,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hz385494,43,6,26,26,1,28,0,23714,7.7,5.2,22.7,18.1,7.5,16.4,1,2,1,0,0,0,1,0,0,mixed,_1140,25.0,1.0,1,1
hz388948,142,15,50,27,1,37,53,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz391017,76,16,25,95,1,52,0,26185,19.9,15.8,13.7,10.9,14.9,13.2,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,3.0,0,0
hz391108,150,12,18,29,1,25,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,1,1,1,0,0,1,0,0,0,_1142,_1140,10.0,4.0,0,1
hz391953,76,10,31,84,1,161,35,19709,38.0,35.6,15.7,15.6,18.3,12.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz393886,142,8,50,27,1,93,6,15246,7.0,5.5,18.6,37.0,11.5,20.0,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hz391550,153,15,120,156,1,370,70,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,2,1,0,1,0,1,0,_1142,mixed,22.5,3.0,0,1
hz395227,142,19,75,90,1,145,15,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,1,1,0,0,0,0,1,1,_1142,_1140,,4.0,0,0
hz399559,44,6,15,16,1,37,0,26713,4.1,5.7,10.8,22.0,10.3,15.8,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz400689,43,9,26,26,2,28,10,23714,7.7,5.2,22.7,18.1,7.5,16.4,0,1,1,1,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz400709,295,25,120,156,2,235,32,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,0,0,1,1,_1142,_1140,25.0,1.0,0,1
hz401759,142,16,244,88,2,186,0,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,2,0,0,0,0,0,0,_1142,mixed,27.5,3.0,0,0
hz402318,52,8,21,43,1,45,26,23098,13.6,9.1,26.1,16.9,16.7,10.3,1,1,1,1,0,0,0,1,0,_1142,_1140,65.0,1.0,0,1
hz403466,147,16,55,94,1,484,264,15393,36.9,33.7,28.0,28.2,17.7,18.1,4,1,4,1,0,1,0,1,0,_1142,mixed,21.25,4.0,0,1
hz404462,153,2,52,44,1,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz404812,72,1,115,100,2,75,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,1,0
hz408132,180,12,90,126,1,132,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,2,1,0,0,0,1,0,0,mixed,_1140,35.0,3.5,0,1
hz408269,142,20,56,95,1,290,60,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,2,0,0,0,0,1,0,_1142,mixed,35.0,1.0,0,0
hy547060,213,14,104,126,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hz408788,165,24,83,118,3,417,252,12524,26.6,24.6,30.6,42.4,17.4,21.4,3,1,3,1,0,0,0,1,1,_1142,mixed,58.333333333333336,4.0,0,1
hz409724,142,13,56,90,1,145,0,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,1,0,0,0,0,0,0,_1142,_1140,10.0,1.0,0,0
hz410391,52,8,16,43,1,45,0,60593,4.8,6.6,11.1,7.1,5.7,21.4,1,1,1,0,0,0,0,0,1,_1142,_1140,45.0,1.0,0,1
hz411320,142,21,75,95,1,145,8,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hz415486,150,4,12,15,1,108,75,15898,10.7,8.8,15.3,33.4,7.8,18.8,1,1,1,0,0,0,0,1,1,_1142,_1140,25.0,1.0,0,1
hz418497,72,9,43,43,1,375,100,41488,12.7,9.3,21.6,11.2,10.7,18.2,0,1,5,0,0,0,0,1,0,_1142,mixed,33.0,2.0,0,0
hz420540,165,24,83,126,2,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,2.0,0,1
hz421030,147,24,101,94,1,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,0,0,0,0,1,0,_1142,_1140,80.0,1.0,0,1
hz421109,213,17,104,126,1,302,202,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,2,1,0,0,0,1,0,_1142,mixed,25.0,1.0,0,1
hz421474,165,24,83,126,1,278,168,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,2,0,0,0,0,1,0,_1142,mixed,25.0,4.0,0,0
hz421541,165,16,83,126,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,0,0,0,0,1,1,_1142,_1140,45.0,1.0,0,1
hz422091,174,12,244,112,1,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hz422595,150,14,80,29,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,0,0,0,0,1,1,_1142,_1140,75.0,2.0,0,0
hz423775,142,6,13,27,2,93,0,15411,12.7,11.8,19.1,41.9,12.9,20.3,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz425569,174,25,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,55.0,1.0,0,1
hz427269,142,19,75,90,1,145,5,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,1,1,0,0,0,0,1,0,_1142,_1140,,1.0,0,0
hz427702,44,5,12,22,1,52,32,20489,4.7,4.6,14.6,25.7,9.3,18.5,0,1,2,0,0,0,0,1,1,_1142,mixed,25.0,4.0,0,0
hz427779,58,12,37,43,2,39,150,39596,8.5,6.6,15.7,13.4,6.0,18.8,1,2,1,0,0,1,1,1,0,mixed,_1140,10.0,1.0,0,1
hz429679,142,13,115,25,1,93,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,0,0,1,1,_1142,_1140,25.0,1.0,0,1
hz432824,44,10,19,16,1,74,0,23617,3.3,4.7,12.3,18.7,10.6,14.2,0,2,2,0,0,0,1,0,1,mixed,mixed,30.0,4.0,0,0
hz435592,179,11,69,90,3,326,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,2,1,0,0,0,0,0,_1142,mixed,27.5,1.0,0,0
hz436123,72,11,25,41,1,60,8,15467,11.7,11.7,27.2,44.3,13.0,16.5,1,1,1,1,0,0,0,1,1,_1142,_1140,45.0,2.0,0,1
hz437275,174,12,244,112,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,3,1,0,0,0,1,1,0,mixed,_1140,10.0,1.0,0,0
hz438933,48,5,44,37,2,64,0,87163,3.7,3.2,13.4,3.4,5.2,10.7,1,1,2,0,0,0,0,0,1,_1142,mixed,30.0,1.0,0,1
hz440510,142,26,27,90,1,64,64,8535,33.0,32.8,61.4,24.6,26.4,12.5,1,1,2,0,0,0,0,1,0,_1142,mixed,25.0,4.0,0,1
hz441256,150,12,18,29,1,25,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz442712,179,24,69,76,1,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz442931,284,40,112,190,4,290,14,16228,43.9,46.5,24.3,22.6,17.0,15.3,2,1,2,0,0,0,0,1,0,_1142,mixed,30.0,3.0,0,1
hz442931,284,40,112,190,4,290,14,16228,43.9,46.5,24.3,22.6,17.0,15.3,2,1,2,0,0,0,0,1,0,_1142,mixed,30.0,3.0,0,1
hz442949,295,19,67,156,1,235,10,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,4.0,0,0
hz443570,106,7,37,126,2,132,26,13087,44.6,39.5,39.1,28.3,23.2,19.3,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz446923,213,29,104,118,1,302,68,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,2,0,0,1,0,1,0,_1142,mixed,17.5,2.0,0,1
hz448897,180,17,49,126,1,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
hz448213,52,6,22,37,1,3,0,67699,0.7,4.0,11.1,3.4,4.2,9.4,1,1,1,0,0,0,0,0,1,_1142,_1140,55.0,2.0,0,1
hz449829,58,6,37,27,1,78,0,39596,8.5,6.6,15.7,13.4,6.0,18.8,0,1,2,0,0,0,0,0,0,_1142,mixed,17.5,2.0,0,0
hz450909,165,8,21,28,1,63,0,12014,10.8,11.1,20.8,54.1,14.0,21.8,1,1,1,0,0,0,0,0,1,_1142,_1140,35.0,3.0,0,1
hz451639,295,29,99,156,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,0
hz451757,147,16,55,94,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.0,0,0
hz454488,213,29,104,118,1,151,34,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz457641,213,16,99,107,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz458845,174,13,244,88,3,430,378,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,2,1,0,0,0,1,0,_1142,mixed,30.0,2.0,0,1
hz459799,58,12,37,43,1,39,150,39596,8.5,6.6,15.7,13.4,6.0,18.8,0,1,1,0,0,0,0,1,0,_1142,_1140,55.0,1.0,0,0
hz466758,43,7,18,14,2,16,0,21375,5.8,3.7,15.1,19.6,7.9,17.3,0,2,1,0,0,0,1,0,1,mixed,_1140,,2.5,0,0
hz467795,295,29,99,196,3,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,1
hz470314,142,6,13,27,1,93,0,15411,12.7,11.8,19.1,41.9,12.9,20.3,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
hz473207,180,13,90,68,1,326,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,2,0,0,0,0,0,0,_1142,mixed,55.0,3.0,0,0
hz473291,213,14,99,107,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,2,1,0,0,0,1,1,0,mixed,_1140,25.0,2.0,0,1
hz474617,43,7,18,14,1,9,0,21375,5.8,3.7,15.1,19.6,7.9,17.3,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,1.0,0,1
hz475009,153,11,52,156,1,60,7,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz476561,179,12,75,84,2,161,26,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz477075,44,5,15,17,1,26,0,26713,4.1,5.7,10.8,22.0,10.3,15.8,0,1,1,0,0,0,0,0,1,_1142,_1140,25.0,2.0,0,0
hz478467,213,16,99,69,2,760,405,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,5,0,0,0,0,1,0,_1142,mixed,26.0,1.0,0,1
hz479826,142,26,27,90,1,32,32,8535,33.0,32.8,61.4,24.6,26.4,12.5,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz484300,165,15,83,118,1,278,0,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,2,0,0,0,0,0,0,_1142,mixed,30.0,1.0,0,0
hz485272,153,17,120,156,1,185,35,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz485486,180,12,49,126,1,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,1,1,1,1,0,0,0,1,0,_1142,_1140,45.0,1.0,0,1
hn329056,106,11,37,87,2,42,26,13087,44.6,39.5,39.1,28.3,23.2,19.3,1,1,1,1,0,0,0,1,0,_1142,_1140,65.0,1.0,0,1
hz493050,106,11,37,126,1,132,26,13087,44.6,39.5,39.1,28.3,23.2,19.3,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
hz492467,213,16,99,69,2,152,32,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz493319,165,14,83,118,1,278,168,12524,26.6,24.6,30.6,42.4,17.4,21.4,2,1,2,0,0,0,0,1,0,_1142,mixed,35.0,3.0,0,1
hz493522,36,3,13,10,2,39,0,58227,1.4,1.8,10.5,2.9,4.7,13.5,0,1,3,0,0,0,0,0,0,_1142,mixed,25.0,4.0,0,0
hz494596,179,17,80,107,2,322,0,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,2,0,0,0,0,0,0,_1142,mixed,45.0,3.0,0,0
hz494869,147,8,18,33,1,121,0,15506,41.3,35.1,24.5,21.9,11.8,15.8,1,1,1,1,0,0,0,0,0,_1142,_1140,35.0,1.0,0,1
hz494931,180,17,101,68,1,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
hz496623,142,10,56,95,1,52,7,16228,43.9,46.5,24.3,22.6,17.0,15.3,1,2,1,1,0,1,1,1,0,mixed,_1140,10.0,1.5,0,1
hz500019,295,10,67,196,1,75,27,13596,38.4,37.1,39.7,26.2,16.4,19.4,1,1,1,0,0,0,0,1,1,_1142,_1140,55.0,2.0,0,1
hz500144,150,12,80,29,2,108,0,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,2.0,0,1
hz502115,295,6,43,100,1,75,4,41488,12.7,9.3,21.6,11.2,10.7,18.2,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,3.0,0,0
hz505589,179,17,69,126,2,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,1,0,0,0,0,0,0,_1142,_1140,45.0,1.0,0,1
hz506884,174,20,244,88,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hz504521,150,3,28,28,1,63,39,13138,11.1,10.6,23.0,48.2,11.2,20.6,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz507464,295,14,67,196,1,75,16,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz507487,165,15,83,126,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,1,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hz513356,174,34,244,196,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz514280,153,15,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,1,_1142,_1140,55.0,2.0,0,0
hz520698,147,24,101,94,2,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
hz522447,179,16,90,126,1,163,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,1,1,1,0,0,1,0,_1142,_1140,45.0,2.0,0,1
hz522475,43,7,18,14,1,16,0,21375,5.8,3.7,15.1,19.6,7.9,17.3,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,1.0,0,1
hz524465,165,7,10,41,1,45,0,16942,1.8,1.8,35.8,37.5,11.6,11.5,1,1,1,1,0,0,0,0,0,_1142,_1140,55.0,3.0,0,1
hz526528,58,15,115,43,2,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,2,1,0,0,0,1,1,1,mixed,_1140,65.0,1.5,0,0
hz527500,24,4,8,11,1,34,0,33364,5.8,3.9,16.6,9.0,9.0,12.1,0,2,1,0,0,0,1,0,0,mixed,_1140,55.0,1.0,0,0
hz528062,142,8,50,27,1,186,106,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,1,2,0,0,0,0,1,0,_1142,mixed,17.5,2.0,0,0
hz528346,142,13,56,90,1,145,0,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz529243,142,8,26,43,1,43,150,29026,8.6,10.2,17.2,18.5,7.5,18.2,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,2.5,0,0
hz532460,213,16,99,118,2,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,1,0,0,0,0,1,0,_1142,_1140,45.0,2.0,0,1
hz537737,153,27,120,156,3,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hz538453,213,17,104,118,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,1,1,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz542254,150,14,80,69,2,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,1,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
hz542408,76,10,80,84,1,161,35,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz543434,213,6,104,107,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,1,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hz528180,142,21,244,112,1,186,0,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,2,0,0,0,0,0,0,_1142,mixed,35.0,2.0,0,1
hz554339,150,5,10,20,1,13,0,24684,9.9,9.2,9.0,19.4,8.1,13.4,1,2,1,0,0,0,1,0,1,mixed,_1140,55.0,1.0,0,1
hz554433,44,4,18,26,1,22,0,26347,3.7,5.2,8.3,18.0,8.6,12.5,1,2,1,0,0,0,1,0,0,mixed,_1140,25.0,2.0,0,1
hz554581,295,19,115,112,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,0,_1142,_1140,45.0,4.0,0,0
hz554936,284,40,150,190,4,580,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,4,1,4,1,0,1,0,0,0,_1142,mixed,33.75,4.0,0,1
hz554936,284,40,150,190,4,580,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,4,1,4,1,0,1,0,0,0,_1142,mixed,33.75,4.0,0,1
hz555341,147,13,55,94,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz555658,36,2,25,17,1,18,0,32355,5.4,4.6,22.7,13.6,7.7,13.1,0,1,2,0,0,0,0,0,0,_1142,mixed,35.0,3.0,0,0
hz561637,142,26,27,90,1,32,32,8535,33.0,32.8,61.4,24.6,26.4,12.5,0,2,1,1,0,0,1,1,0,mixed,_1140,35.0,1.0,0,0
hz562268,150,23,80,118,2,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
hz564127,180,20,90,126,1,163,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,1,1,0,0,0,1,0,_1142,_1140,55.0,1.0,0,0
hz565679,295,29,99,156,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,45.0,1.0,0,0
hz565767,165,16,83,69,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,0,0,0,0,1,1,_1142,_1140,25.0,1.0,0,1
hj268455,295,39,115,100,1,235,31,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,2,1,1,0,0,1,1,1,mixed,_1140,55.0,1.0,0,1
hz568268,174,13,244,88,3,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hz569207,106,7,37,126,1,132,26,13087,44.6,39.5,39.1,28.3,23.2,19.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
hz569794,150,9,10,28,1,63,0,24684,9.9,9.2,9.0,19.4,8.1,13.4,1,1,1,0,0,0,0,0,1,_1142,_1140,65.0,3.0,0,1
ja105544,52,8,16,43,1,45,0,60593,4.8,6.6,11.1,7.1,5.7,21.4,0,1,1,0,0,0,0,0,0,_1142,_1140,35.0,1.0,0,0
ja107924,44,10,19,16,1,37,0,23617,3.3,4.7,12.3,18.7,10.6,14.2,0,1,1,0,1,0,0,0,0,_1142,_1140,35.0,1.0,0,0
